time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z
0.12513327598571777,0.0,0.0,0.0,0.0,0.0,0.0
0.14278554916381836,0.0,0.0,0.0,0.0,0.0,0.0
0.15932917594909668,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.1762862205505371,0.0,0.0,0.0,0.0,0.0,0.0
0.1936180591583252,0.0,0.0,0.0,0.0,0.0,0.0
0.20976710319519043,0.0,0.0,0.0,0.0,0.0,0.0
0.22683429718017578,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.24293112754821777,0.0,0.0,0.0,0.0,0.0,0.0
0.2591865062713623,0.0,0.0,0.0,0.0,0.0,0.0
0.27669405937194824,0.0,0.0,0.0,0.0,0.0,0.0
0.29357147216796875,0.0,0.0,0.0,0.0,0.0,0.0
0.3100602626800537,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.3265082836151123,0.0,0.0,0.0,0.0,0.0,0.0
0.3427395820617676,0.0,0.0,0.0,0.0,0.0,0.0
0.35967350006103516,0.0,0.0,0.0,0.0,0.0,0.0
0.3770718574523926,0.0,0.0,0.0,0.0,0.0,0.0
0.39273500442504883,0.0,0.0,0.0,0.0,0.0,0.0
0.4100642204284668,0.0,0.0,0.0,0.0,0.0,0.0
0.42683887481689453,0.0,0.0,0.0,0.0,0.0,0.0
0.44329214096069336,0.0,0.0,0.0,0.0,0.0,0.0
0.46052026748657227,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.4769277572631836,0.0001175467699754372,-3.6693681841759346e-05,0.0008521315276691088,0.0025142329380071077,0.029313188127767523,0.024168808652373384
0.4932582378387451,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.5100440979003906,0.0,0.0,0.0,0.0,0.0,0.0
0.5262477397918701,0.0,0.0,0.0,0.0,0.0,0.0
0.5432963371276855,0.0001175467699754372,-3.6693681841759346e-05,0.0008521315276691088,0.0025142329380071077,0.029313188127767523,0.024168808652373384
0.5600385665893555,0.0,0.0,0.0,0.0,0.0,0.0
0.5768311023712158,0.0,0.0,0.0,0.0,0.0,0.0
0.594113826751709,0.0,0.0,0.0,0.0,0.0,0.0
0.6096658706665039,0.0,0.0,0.0,0.0,0.0,0.0
0.627899169921875,0.0,0.0,0.0,0.0,0.0,0.0
0.6442968845367432,0.0,0.0,0.0,0.0,0.0,0.0
0.6608881950378418,0.0,0.0,0.0,0.0,0.0,0.0
0.6760568618774414,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.6937735080718994,0.0,0.0,0.0,0.0,0.0,0.0
0.7095801830291748,0.0,0.0,0.0,0.0,0.0,0.0
0.726259708404541,0.0,0.0,0.0,0.0,0.0,0.0
0.7447247505187988,0.0,0.0,0.0,0.0,0.0,0.0
0.7631082534790039,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.7801885604858398,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.7939825057983398,0.0,0.0,0.0,0.0,0.0,0.0
0.8086452484130859,0.0,0.0,0.0,0.0,0.0,0.0
0.8278231620788574,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.8428454399108887,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.8599197864532471,0.0,0.0,0.0,0.0,0.0,0.0
0.8762664794921875,0.0001175467699754372,-3.6693681841759346e-05,0.0008521315276691088,0.0025142329380071077,0.029313188127767523,0.024168808652373384
0.8929750919342041,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.9099574089050293,0.0,0.0,0.0,0.0,0.0,0.0
0.9257156848907471,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.9431698322296143,0.0,0.0,0.0,0.0,0.0,0.0
0.9593403339385986,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.9755909442901611,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
0.99200439453125,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
1.0091681480407715,0.0,0.0,0.0,0.0,0.0,0.0
1.0271296501159668,0.0001175467699754372,-3.6693681841759346e-05,0.0008521315276691088,0.0025142329380071077,0.029313188127767523,0.024168808652373384
1.0426640510559082,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
1.0593881607055664,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
1.0754096508026123,0.0,0.0,0.0,0.0,0.0,0.0
1.0919857025146484,0.00010921887833983263,-6.847891856060471e-05,0.0005821560120189417,0.003447156232486981,0.03556692166333396,0.03635424361801947
1.110961675643921,0.0,0.0,0.0,0.0,0.0,0.0
