Controller name: ILD1420, Controller serial number: 18040260, Controller option: 000, Controller article number: 4120216, Measurement range: 200.000 mm, Measurement rate: 1.000 kHz, Controller software version: 001.028, Controller hardware revision: 01, Boot loader version: 001.006, CableHead: : Wire, User level: 1, Default user: 1, Echo: 0, Display unit: 0: mm, Trigger mode: 0: none, Trigger moment: 0: input, Trigger count: 1, Multi function input mode: 0: none, Multi function input level: 0: high, Laser power: 0: full, Region of interest start: 0, Region of interest end: 511, Average type: 3: median, Median average count: 9, Master value set: 0: off, Data out interface: 0: Web diagram, Resampling count: 1, Resampling RS422 output: 0: off, Resampling analog output: 0: off, Hold last valid value: -1: show all error values, Error output1: 1: on, Error level output1: 0 NPN, Key function: 2: Teach, Analog scale mode: 0: standard, Current settings names: 1000Hz, Available settings names: 1000Hz, 1000 Hz, Preset names: Standard, Distance1 RS422 output: 1: on, Shutter time RS422 output: 0: off, Measurement value counter RS422 output: 0: off, Timestamp high word RS422 output: 0: off, Timestamp low word RS422 output: 0: off, Intensity RS422 output: 0: off, State RS422 output: 0: off, Distance uncalibrated RS422 output: 0: off, 
DAQ-Start-Time:, 2023-04-12 10:08:53.856, 
Snapshot Time Stamp, Distance [mm]
2023-04-12 10:09:46.607251,   19.71392
2023-04-12 10:09:46.608251,   19.59249
2023-04-12 10:09:46.609251,   19.47106
2023-04-12 10:09:46.610251,   19.34963
2023-04-12 10:09:46.611251,   19.23132
2023-04-12 10:09:46.612251,   19.11612
2023-04-12 10:09:46.613251,   19.00092
2023-04-12 10:09:46.614251,   18.88571
2023-04-12 10:09:46.615251,   18.77363
2023-04-12 10:09:46.616251,   18.66465
2023-04-12 10:09:46.617251,   18.55568
2023-04-12 10:09:46.618251,   18.45293
2023-04-12 10:09:46.619251,   18.35018
2023-04-12 10:09:46.620251,   18.25366
2023-04-12 10:09:46.621251,   18.15714
2023-04-12 10:09:46.622251,   18.06374
2023-04-12 10:09:46.623251,   17.97344
2023-04-12 10:09:46.624251,   17.88626
2023-04-12 10:09:46.625251,   17.80220
2023-04-12 10:09:46.626251,   17.72125
2023-04-12 10:09:46.627251,   17.64341
2023-04-12 10:09:46.628251,   17.57491
2023-04-12 10:09:46.629251,   17.50330
2023-04-12 10:09:46.630251,   17.44103
2023-04-12 10:09:46.631251,   17.38498
2023-04-12 10:09:46.632251,   17.32894
2023-04-12 10:09:46.633251,   17.27912
2023-04-12 10:09:46.634251,   17.23553
2023-04-12 10:09:46.635251,   17.19505
2023-04-12 10:09:46.636251,   17.15769
2023-04-12 10:09:46.637251,   17.12967
2023-04-12 10:09:46.638251,   17.10476
2023-04-12 10:09:46.639251,   17.08297
2023-04-12 10:09:46.640251,   17.07051
2023-04-12 10:09:46.641251,   17.06740
2023-04-12 10:09:46.642251,   17.06740
2023-04-12 10:09:46.643251,   17.06740
2023-04-12 10:09:46.644251,   17.06740
2023-04-12 10:09:46.645251,   17.06740
2023-04-12 10:09:46.646251,   17.08297
2023-04-12 10:09:46.647251,   17.10476
2023-04-12 10:09:46.648251,   17.12967
2023-04-12 10:09:46.649251,   17.15769
2023-04-12 10:09:46.650251,   17.19505
2023-04-12 10:09:46.651251,   17.23553
2023-04-12 10:09:46.652251,   17.27912
2023-04-12 10:09:46.653251,   17.32894
2023-04-12 10:09:46.654251,   17.38498
2023-04-12 10:09:46.655251,   17.44103
2023-04-12 10:09:46.656251,   17.50641
2023-04-12 10:09:46.657251,   17.57491
2023-04-12 10:09:46.658251,   17.64652
2023-04-12 10:09:46.659251,   17.72436
2023-04-12 10:09:46.660251,   17.80531
2023-04-12 10:09:46.661251,   17.88938
2023-04-12 10:09:46.662251,   17.97967
2023-04-12 10:09:46.663251,   18.07308
2023-04-12 10:09:46.664251,   18.16648
2023-04-12 10:09:46.665251,   18.26300
2023-04-12 10:09:46.666251,   18.35952
2023-04-12 10:09:46.667251,   18.46538
2023-04-12 10:09:46.668251,   18.56813
2023-04-12 10:09:46.669251,   18.68022
2023-04-12 10:09:46.670251,   18.78919
2023-04-12 10:09:46.671251,   18.90440
2023-04-12 10:09:46.672251,   19.01648
2023-04-12 10:09:46.673251,   19.13168
2023-04-12 10:09:46.674251,   19.25000
2023-04-12 10:09:46.675251,   19.37143
2023-04-12 10:09:46.676251,   19.49286
2023-04-12 10:09:46.677251,   19.61429
2023-04-12 10:09:46.678251,   19.73571
2023-04-12 10:09:46.679251,   19.85714
2023-04-12 10:09:46.680251,   19.97546
2023-04-12 10:09:46.681251,   20.09377
2023-04-12 10:09:46.682251,   20.21520
2023-04-12 10:09:46.683251,   20.33663
2023-04-12 10:09:46.684251,   20.45495
2023-04-12 10:09:46.685251,   20.57015
2023-04-12 10:09:46.686251,   20.68535
2023-04-12 10:09:46.687251,   20.79744
2023-04-12 10:09:46.688251,   20.90641
2023-04-12 10:09:46.689251,   21.01538
2023-04-12 10:09:46.690251,   21.12125
2023-04-12 10:09:46.691251,   21.23022
2023-04-12 10:09:46.692251,   21.32985
2023-04-12 10:09:46.693251,   21.42949
2023-04-12 10:09:46.694251,   21.52601
2023-04-12 10:09:46.695251,   21.61630
2023-04-12 10:09:46.696251,   21.70659
2023-04-12 10:09:46.697251,   21.78755
2023-04-12 10:09:46.698251,   21.87161
2023-04-12 10:09:46.699251,   21.94945
2023-04-12 10:09:46.700251,   22.02418
2023-04-12 10:09:46.701251,   22.09267
2023-04-12 10:09:46.702251,   22.15806
2023-04-12 10:09:46.703251,   22.21722
2023-04-12 10:09:46.704251,   22.27326
2023-04-12 10:09:46.705251,   22.32308
2023-04-12 10:09:46.706251,   22.36667
2023-04-12 10:09:46.707251,   22.40714
2023-04-12 10:09:46.708251,   22.43828
2023-04-12 10:09:46.709251,   22.46630
2023-04-12 10:09:46.710251,   22.48810
2023-04-12 10:09:46.711251,   22.50989
2023-04-12 10:09:46.712251,   22.51612
2023-04-12 10:09:46.713251,   22.51612
2023-04-12 10:09:46.714251,   22.51612
2023-04-12 10:09:46.715251,   22.51612
2023-04-12 10:09:46.716251,   22.51612
2023-04-12 10:09:46.717251,   22.50366
2023-04-12 10:09:46.718251,   22.48187
2023-04-12 10:09:46.719251,   22.45696
