Controller name: ILD1420, Controller serial number: 18040260, Controller option: 000, Controller article number: 4120216, Measurement range: 200.000 mm, Measurement rate: 1.000 kHz, Controller software version: 001.028, Controller hardware revision: 01, Boot loader version: 001.006, CableHead: : Wire, User level: 1, Default user: 1, Echo: 0, Display unit: 0: mm, Trigger mode: 0: none, Trigger moment: 0: input, Trigger count: 1, Multi function input mode: 0: none, Multi function input level: 0: high, Laser power: 0: full, Region of interest start: 0, Region of interest end: 511, Average type: 3: median, Median average count: 9, Master value set: 0: off, Data out interface: 0: Web diagram, Resampling count: 1, Resampling RS422 output: 0: off, Resampling analog output: 0: off, Hold last valid value: -1: show all error values, Error output1: 1: on, Error level output1: 0 NPN, Key function: 2: Teach, Analog scale mode: 0: standard, Current settings names: 1000Hz, Available settings names: 1000Hz, 1000 Hz, Preset names: Standard, Distance1 RS422 output: 1: on, Shutter time RS422 output: 0: off, Measurement value counter RS422 output: 0: off, Timestamp high word RS422 output: 0: off, Timestamp low word RS422 output: 0: off, Intensity RS422 output: 0: off, State RS422 output: 0: off, Distance uncalibrated RS422 output: 0: off, 
DAQ-Start-Time:, 2023-04-12 10:10:43.885, 
Snapshot Time Stamp, Distance [mm]
2023-04-12 10:11:35.505412,   24.77656
2023-04-12 10:11:35.506412,   24.85751
2023-04-12 10:11:35.507412,   24.92912
2023-04-12 10:11:35.508412,   24.99451
2023-04-12 10:11:35.509412,   25.05678
2023-04-12 10:11:35.510412,   25.11593
2023-04-12 10:11:35.511412,   25.16575
2023-04-12 10:11:35.512412,   25.21245
2023-04-12 10:11:35.513412,   25.24982
2023-04-12 10:11:35.514412,   25.28718
2023-04-12 10:11:35.515412,   25.31832
2023-04-12 10:11:35.516412,   25.34322
2023-04-12 10:11:35.517412,   25.36190
2023-04-12 10:11:35.518412,   25.37436
2023-04-12 10:11:35.519412,   25.37436
2023-04-12 10:11:35.520412,   25.37436
2023-04-12 10:11:35.521412,   25.37436
2023-04-12 10:11:35.522412,   25.37436
2023-04-12 10:11:35.523412,   25.36190
2023-04-12 10:11:35.524412,   25.34322
2023-04-12 10:11:35.525412,   25.31832
2023-04-12 10:11:35.526412,   25.28718
2023-04-12 10:11:35.527412,   25.24982
2023-04-12 10:11:35.528412,   25.21245
2023-04-12 10:11:35.529412,   25.16575
2023-04-12 10:11:35.530412,   25.11282
2023-04-12 10:11:35.531412,   25.05989
2023-04-12 10:11:35.532412,   24.99762
2023-04-12 10:11:35.533412,   24.93223
2023-04-12 10:11:35.534412,   24.86062
2023-04-12 10:11:35.535412,   24.78278
2023-04-12 10:11:35.536412,   24.69872
2023-04-12 10:11:35.537412,   24.61465
2023-04-12 10:11:35.538412,   24.52125
2023-04-12 10:11:35.539412,   24.42784
2023-04-12 10:11:35.540412,   24.32821
2023-04-12 10:11:35.541412,   24.22234
2023-04-12 10:11:35.542412,   24.11337
2023-04-12 10:11:35.543412,   24.00128
2023-04-12 10:11:35.544412,   23.88919
2023-04-12 10:11:35.545412,   23.77088
2023-04-12 10:11:35.546412,   23.64634
2023-04-12 10:11:35.547412,   23.51557
2023-04-12 10:11:35.548412,   23.38168
2023-04-12 10:11:35.549412,   23.24780
2023-04-12 10:11:35.550412,   23.10458
2023-04-12 10:11:35.551412,   22.96136
2023-04-12 10:11:35.552412,   22.81502
2023-04-12 10:11:35.553412,   22.66868
2023-04-12 10:11:35.554412,   22.52234
2023-04-12 10:11:35.555412,   22.37289
2023-04-12 10:11:35.556412,   22.21410
2023-04-12 10:11:35.557412,   22.05842
2023-04-12 10:11:35.558412,   21.89963
2023-04-12 10:11:35.559412,   21.73773
2023-04-12 10:11:35.560412,   21.57582
2023-04-12 10:11:35.561412,   21.41392
2023-04-12 10:11:35.562412,   21.24890
2023-04-12 10:11:35.563412,   21.08077
2023-04-12 10:11:35.564412,   20.91264
2023-04-12 10:11:35.565412,   20.75073
2023-04-12 10:11:35.566412,   20.58260
2023-04-12 10:11:35.567412,   20.41447
2023-04-12 10:11:35.568412,   20.24322
2023-04-12 10:11:35.569412,   20.07198
2023-04-12 10:11:35.570412,   19.90073
2023-04-12 10:11:35.571412,   19.73571
2023-04-12 10:11:35.572412,   19.56447
2023-04-12 10:11:35.573412,   19.39322
