time,cam1_fiducial_id,cam1_trans_x,cam1_trans_y,cam1_trans_z,cam1_rot_x,cam1_rot_y,cam1_rot_z,cam1_rot_w,cam2_fiducial_id,cam2_trans_x,cam2_trans_y,cam2_trans_z,cam2_rot_x,cam2_rot_y,cam2_rot_z,cam2_rot_w,cam3_fiducial_id,cam3_trans_x,cam3_trans_y,cam3_trans_z,cam3_rot_x,cam3_rot_y,cam3_rot_z,cam3_rot_w
1719904973.2088845,9,1.6172141998639462,-0.029737681496603253,2.221140169511594,0.9585873332913527,0.015454713409919664,-0.28406502596639815,0.013361785415869847,9,0.24012226759450192,0.01871344519525788,1.403781547434575,0.9726996594865723,0.04862157860547216,0.22160039978656934,0.04883213432823553,9,-1.293692107842767,0.019369954124504665,1.8957976722030851,0.9923648143151697,0.0441263912772316,0.11381029446318744,-0.017667874129903536
1719904973.2193553,9,1.6111096566371064,-0.029658495843459916,2.212663264334141,0.9469959311754911,0.015724922738366426,0.3208166050175724,0.005304628821693508,9,0.2405077106683044,0.018757645655911225,1.405979952923889,0.9733945429592101,0.04827041430226519,0.21876027282932792,0.04813495478294463,9,-1.292637410952,0.019347093195910253,1.8941883106407538,0.9911522097267396,0.04500533040574742,0.12456519110292788,0.008679317620753258
1719904973.2360597,9,1.6166552043250448,-0.02973349937938667,2.220390149903578,0.9441239871379192,0.016990691124234118,0.3291420210208851,-0.0025967911364854603,9,0.22803934345053578,0.01717628725509574,1.3307176223093584,0.9627875306658699,0.011856872693792278,-0.2684873278800712,0.028533140942754203,9,-1.307306550333986,0.019566810183547174,1.9157721369902398,0.9950456999652495,0.04406402229969093,0.08856665673226503,-0.009917874505576033
1719904973.2547443,9,1.61527422193141,-0.029713405112402017,2.218497057799848,0.9444885797662237,0.01720546558902979,0.3280816241620171,-0.0027825406123468473,9,0.2408703195895384,0.01880460262428979,1.4078899784911223,0.9745436579092414,0.046348814807147476,0.2130248210853065,0.05231512015107585,9,-1.1287760429369142,0.01688216573882818,1.6541180561064524,0.9665126758581818,0.04642898666089475,0.2517445662747878,-0.017951878849262266
1719904973.2707891,9,1.6174621383651568,-0.02974148922386164,2.2214531254316108,0.9576187359991638,0.014541280889566884,-0.2873979386730134,0.012543223666885877,9,0.2412491828234296,0.01884586208492195,1.4100502634193812,0.9750901178700573,0.04585476073047853,0.21058987382938837,0.05242621473109382,9,-1.2978316085838475,0.019429933721422113,1.9018722154506378,0.9933459317992851,0.044402298480602245,0.10452814893399881,0.01913535335136454
1719904973.2880604,9,1.6163469057995759,-0.02973244120948618,2.2198819733020536,0.9582282865496217,0.014271161305249578,-0.28545605733101476,0.010474929317577712,9,0.24051892115002502,0.018755943563367614,1.4060794835642803,0.9732591864049969,0.04816691842887792,0.21929801768240278,0.048527141765386604,9,-1.2973096579325376,0.019408304529081554,1.901115546210172,0.9933763279709387,0.044366045867181174,0.10535053060726955,-0.011678642979912342
1719904973.3003564,9,1.6173427511591272,-0.02974301576790537,2.2213390135349687,0.9446848761719526,0.017275700103386006,0.32751127733034396,-0.0028979543417920555,9,0.24037841864404355,0.01874673245966356,1.405200683698411,0.9733907899056227,0.04762027064472451,0.21843802689713335,0.050274330984295394,9,-1.291833201566542,0.01932799148807507,1.8929925553281808,0.9914416382625547,0.04520288871742941,0.11694426314616076,-0.03638977999470289
1719904973.3203142,9,1.6154426258852668,-0.029721671015548155,2.218757252220117,0.9440595943009988,0.01785108511886808,0.32925553433976296,-0.00485945212443454,9,0.24070922430110075,0.01877927417404194,1.4068445145198045,0.9746246386436773,0.045924418749290034,0.2117251159892759,0.05630485565694197,9,-1.3003265251352343,0.019464641109243636,1.9054456660439631,0.9932902050383368,0.04565762462861239,0.10561724788674505,-0.011616662042143783
1719904973.3376782,9,1.6164699874304578,-0.029735556120156097,2.2200886738275747,0.9578662165131224,0.014472445654560361,-0.28662103964266533,0.011455968478023576,9,0.24027338744641688,0.018732418927561445,1.404216904185405,0.9743582912794968,0.0456498754987483,0.21199887606419193,0.05998737891729717,9,-1.3133050108805806,0.019664919526652728,1.9245851760477364,0.9905699239097818,0.046976847754606685,-0.1286290317203254,0.004355894753221768
1719904973.354509,9,1.6172943581552368,-0.029737589702252334,2.221228666411271,0.9582465898129964,0.014743100123692508,-0.2852914940758973,0.01244497964835896,9,0.2400805842814137,0.018711315609525415,1.403046653293191,0.9741173951912512,0.04582215090795052,0.2128350219999544,0.06080200886697616,9,-1.3006971868712522,0.019469958274930293,1.9059912598110467,0.9934431254401659,0.04505026431939152,0.10507149798113435,0.0011002328972314923
