Time (s),position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0.009059906005859375,0.04148164207331005,-0.01499168191932519,0.6351709521739881,0.01138428947498926,-0.007284402061357831,-0.006287433023627399,0.9998888956407764
0.02517247200012207,0.04318488592002891,-0.014559228115592227,0.6350108929270187,0.011397066136341302,-0.008634832695906813,-0.005963767396149718,0.9998799828110583
0.04207897186279297,0.04315116366937616,-0.01584004547974498,0.6350130628686267,0.011421846824295654,-0.008595876162830744,-0.006976034479360307,0.9998734856325866
0.05941915512084961,0.043869741142023966,-0.011644370314503546,0.6351636155483782,0.011501325496936131,-0.009190812692520698,-0.0036869492129090135,0.9998848208065597
0.07749056816101074,0.041182199957782356,-0.01464074792931658,0.6352298291618576,0.011384656031385672,-0.00705532311927603,-0.006007738046103696,0.9998922537485222
0.09331703186035156,0.044598253033956196,-0.015903492310404343,0.6348213737633093,0.011389763688644408,-0.009742037660236035,-0.007036337197111755,0.9998629185764376
0.10837268829345703,0.0416740919966133,-0.014782031735906339,0.6351890555821001,0.011448696146957487,-0.0074406446195652886,-0.006133937041026499,0.9998879632141576
0.12569642066955566,0.041660832698119814,-0.015014534180321105,0.6351761168864706,0.011458800905758175,-0.007426361586784672,-0.006316385807942385,0.9998868177477438
0.143446683883667,0.03834679217810765,-0.01535378402792846,0.6353764194215304,0.01134610936871237,-0.004816636985831932,-0.006539684952458991,0.9999026444264774
0.16034770011901855,0.04037078922018644,-0.01179294054928318,0.6353077821671697,0.011378040819237191,-0.006440856380379429,-0.003759901336712592,0.9999074550667884
0.17755532264709473,0.04254340269644241,-0.01460815050007019,0.6351249959859874,0.011422569539012025,-0.00812465809564447,-0.006002910483807738,0.999883733191854
0.19432973861694336,0.0381010592814745,-0.01083298083887954,0.6355839674536974,0.011426494086264604,-0.004658776361299776,-0.0029886855362649244,0.9999193961487483
0.21088123321533203,0.04366784275310757,-0.012504629654699211,0.6351323301357574,0.011475882656683223,-0.009024337304932607,-0.00435532026139607,0.9998839415846609
0.22859835624694824,0.04410482582044313,-0.013329453530255535,0.6349107083195472,0.011464334015275107,-0.009372102157880577,-0.005012994881761084,0.9998777938473501
0.24439764022827148,0.04063737508888244,-0.01122621595826848,0.635331250522241,0.011448498185177368,-0.0066546905326647,-0.0033266970812275863,0.9999067856904202
0.26209306716918945,0.04094233590296531,-0.011702257527075181,0.6354416775465923,0.011438885440459423,-0.00688467525537328,-0.003698753495622422,0.9999040315795744
0.2785606384277344,0.042521793830051564,-0.012978470693938949,0.635335214255459,0.011412481373585194,-0.008116894854329013,-0.004711675985693358,0.9998908297390405
0.2935140132904053,0.04423902964540424,-0.016829314589953334,0.6348548752196239,0.011429206055515824,-0.009446483752538067,-0.007766244522343483,0.9998599015060424
0.31200551986694336,0.041742787721182645,-0.015522212712380877,0.6353009708935435,0.011286815423922535,-0.007486692212711318,-0.006703627385849653,0.9998858027880834
0.3274855613708496,0.04052759242675971,-0.013890089351094778,0.6353781114572485,0.011419813933900203,-0.006541669771482999,-0.005412085833640482,0.9998987467405114
0.34351062774658203,0.0417713484524897,-0.015525292766971167,0.6351394285334303,0.011407764465814796,-0.007511584959026523,-0.006709808326535471,0.9998842020321738
0.3597543239593506,0.04349244707314771,-0.014363764115372487,0.6350039946838255,0.011434802673068829,-0.008878758702413302,-0.005819216527528143,0.9998782674159581
0.37574100494384766,0.04418289678057138,-0.016414662670604086,0.6349307255678825,0.011472865146123097,-0.009401432708251717,-0.007443803498535489,0.9998622786253348
0.39345550537109375,0.04244384407125581,-0.017348715316372353,0.6349792980179775,0.011423635474793864,-0.00802578757687236,-0.008156467118895427,0.9998692711202042
0.41126084327697754,0.04296517984190383,-0.01230466535919128,0.6350962642802437,0.011406732809213047,-0.008479220977726012,-0.004189283938618673,0.9998902135526239
0.4271247386932373,0.04247338567375025,-0.016454406832059613,0.6349307741322596,0.011378122129800187,-0.008061858792639764,-0.007455685742057426,0.9998749709437289
0.4446141719818115,0.04231971763909255,-0.015612313289940803,0.6352820939523955,0.011436888179215315,-0.007933978132582873,-0.006787275661464031,0.9998800840445133
0.46291327476501465,0.04069835852495637,-0.012465538129131787,0.6354022387516008,0.011386858747462614,-0.006688436736186975,-0.00428981083527027,0.9999035962456025
0.47580909729003906,0.042105955588755045,-0.01435962212505465,0.6350977342373985,0.011427818262885954,-0.0077865738497427455,-0.005797775913224182,0.9998875736961097
0.4937000274658203,0.04067887832195867,-0.013750775297784363,0.6351976101703144,0.011475210967332393,-0.006669748867167089,-0.005314363908111084,0.9998977905363909
0.5110929012298584,0.043476099081263264,-0.015405964034354206,0.6351402634468151,0.011481539593176462,-0.008849042551543751,-0.006640634096289965,0.9998728772565494
0.5264666080474854,0.041092418697607984,-0.015896427099440363,0.6351080394468008,0.01137135917622393,-0.006977478820132905,-0.006996819007396647,0.9998865193128557
0.5445945262908936,0.04459160336826591,-0.015335095189405977,0.6348993651282971,0.011404505190294912,-0.009736206302331239,-0.0065904313594082895,0.9998658458826863
0.5615272521972656,0.04248427402693332,-0.017387808729867563,0.6350241134377219,0.01136529016265851,-0.008058354827612219,-0.008187341064352144,0.9998694217463032
0.5795414447784424,0.0427145768846869,-0.01589395749456625,0.635074531889962,0.011469491485756522,-0.008246772860704809,-0.007018610982247758,0.9998755825613115
0.5955135822296143,0.043664395319857,-0.013731933066986834,0.6350564428297547,0.011476378954339951,-0.0090140714973948,-0.005322246191562099,0.9998793491899974
0.6111664772033691,0.04500961925851797,-0.014319129723135591,0.6347692430266519,0.011357175522323602,-0.010078525815606434,-0.00579326087865099,0.9998679292836286
0.6291701793670654,0.04252271698578398,-0.014888856275000391,0.6349984175444947,0.011432562747822759,-0.008110671755386538,-0.006225393126793352,0.9998823720783913
0.6461131572723389,0.043616505549846335,-0.015101672067091686,0.6350473136525256,0.011365261609054945,-0.008965752076960392,-0.006396884512233685,0.9998747551502586
0.6621303558349609,0.04403419661683227,-0.015251376537274968,0.6348810275098091,0.011471996078266563,-0.00929815291199554,-0.006522866103270689,0.999869686447291
0.6802291870117188,0.04262420745288182,-0.015443198252042975,0.6350302717963231,0.011412705188363414,-0.008185355454117662,-0.006657671911602258,0.9998792054648855
0.6949520111083984,0.041650755594818255,-0.008775724640587767,0.6353930917826353,0.011532942288619357,-0.0074696869254216956,-0.0014111929438125849,0.9999045972260948
0.7101833820343018,0.041940276264014226,-0.01640922869709136,0.6351738976566993,0.011428988777624547,-0.007633654197169657,-0.0074122547259666055,0.9998780745765938
0.7306439876556396,0.04581183131927114,-0.01701934689190245,0.6347887489187908,0.011407780554078125,-0.01068144020969788,-0.00792663189394036,0.9998464571546447
0.7448017597198486,0.04161922385104613,-0.01112799305005619,0.6352952585788915,0.011377613212387906,-0.007428756462513222,-0.0032511800998631596,0.9999023918978132
0.76088547706604,0.04155616958986693,-0.014112446169324961,0.6352382247417881,0.011408820612045135,-0.007352680686533599,-0.005600616709063237,0.9998921991852133
0.777878999710083,0.0413898863301717,-0.017874602306697344,0.6350828374110506,0.011321825302379247,-0.007189474354507699,-0.008553856249041022,0.9998734716320856
0.794417142868042,0.04466026067934401,-0.014994330268458258,0.6349072753524873,0.01147338817375119,-0.00979039906095701,-0.006324713129291054,0.9998662447817077
0.8138673305511475,0.04294109152118192,-0.014913461287633614,0.6350228081134267,0.011512972445857663,-0.008435022418590272,-0.00624938699185507,0.9998786161452223
0.8303205966949463,0.04126531482332475,-0.014897085051525656,0.6351014613797694,0.011455253479076897,-0.00711859139009499,-0.006222034774324955,0.9998896884694921
0.8439633846282959,0.03989250264838584,-0.013380277992647365,0.6353778188922107,0.011442869719703583,-0.006044514575407825,-0.0050113112509583314,0.99990370103109
0.8631799221038818,0.04149827536978447,-0.015379048797548136,0.6351286447122969,0.011380966495034034,-0.007296270169759285,-0.006592942685226078,0.9998868791768388
0.8800134658813477,0.041991965520451834,-0.01292537156742755,0.6352716352471309,0.011443256403552746,-0.007702254198534717,-0.004669837853050036,0.9998939542659362
0.8931853771209717,0.04315726760520125,-0.015542921302330946,0.6350673809240029,0.011477735225499558,-0.008598665757017137,-0.006747208768486644,0.9998743919688747
0.9129197597503662,0.038652800664457414,-0.0151783415603476,0.6356060096929849,0.01144583884842362,-0.005048178366004128,-0.006410554119971226,0.9999012018515209
0.9298458099365234,0.041100368036455864,-0.01495326608319263,0.6352105593897459,0.01138875251540381,-0.006989012333175016,-0.006252953010036719,0.9998911693786499
0.9455890655517578,0.04166086260662621,-0.015183645286774822,0.6350608729605569,0.011430527580212345,-0.007433865296635517,-0.006445209807958724,0.9998862635102659
0.9596216678619385,0.039602432103884165,-0.014311199782895703,0.6354759992394393,0.01141297191065941,-0.005809644229789798,-0.005738355203852579,0.9999015268443409
0.9789168834686279,0.0420399897588126,-0.015512887552615583,0.6350965212795437,0.011401606220268775,-0.00772172024937358,-0.006706188856446588,0.9998826958413722
0.9954280853271484,0.04287607479980178,-0.012609478795144766,0.6350711376821343,0.011475527574626053,-0.008406411282807195,-0.004433130059845301,0.9998889897754154
1.0140764713287354,0.04421644455624923,-0.01203784706588656,0.6350327157272222,0.011449788614415203,-0.009464848855555761,-0.003997840365712107,0.9998816611225735
1.0302088260650635,0.04144343383945777,-0.015012366702629492,0.6351861735090165,0.011462761219458772,-0.007252581739443997,-0.006314430378789685,0.9998880603009167
1.0453076362609863,0.044016325847298456,-0.0131751214359189,0.6350359080418732,0.01148003994883322,-0.009295662343845035,-0.004889460549732241,0.9998789389320565
1.061293363571167,0.04249052226046537,-0.015064656992953788,0.635136872637876,0.01143989531847228,-0.00807705119235642,-0.006357869411507256,0.9998817267735642
