field.image_seq,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,%time,field.header.seq,field.header.stamp,field.header.frame_id,field.transforms0.fiducial_id,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w,field.transforms0.image_error,field.transforms0.object_error,field.transforms0.fiducial_area
179,0.0,0.0,0.0,1678323534436501956,176,1677825034770545005,camera_1,0,0.7038093425930093,0.7062736356411355,0.03390680595485867,0.06841264054973975,0.0015356981311924756,0.00028106063999981066,10660.50733399484
180,5.394128878642712e-05,-0.00011375382031653114,0.0009170592094132068,1678323534443115449,177,1677825034777125358,camera_1,0,0.7041289383228756,0.7061511666395078,0.032474114885685315,0.06707011206456692,0.003310047439299524,0.0006060232430805273,10658.268209366126
181,0.00011229596271687681,-0.00035568532254970364,0.002959179537251888,1678323534450574014,178,1677825034783750057,camera_1,0,0.7043614617127044,0.7063493972777842,0.03051263434199006,0.06335960357171942,0.003166327194776386,0.0005800685869298889,10653.177287101513
182,5.929068066415355e-05,-1.089134732717989e-05,-0.00026168351302180426,1678323534456432110,179,1677825034790502548,camera_1,0,0.7041701452443353,0.706090904198865,0.03477985569639413,0.06610902504150996,0.005565377359744161,0.0010177072040884595,10667.398171124856
183,0.00010312785462390783,1.2171735176591536e-05,-0.00046967675041642565,1678323534462553226,180,1677825034797252416,camera_1,0,0.7040454794942497,0.7062446385630294,0.03255553349211887,0.06692242183104079,0.004211605119053274,0.0007702386292881104,10669.660389925235
184,0.0001392130732945085,-7.130421617074223e-05,-2.1016622374858684e-05,1678323534469913665,181,1677825034803693056,camera_1,0,0.7039397669884285,0.7061748094206971,0.03499065259404603,0.06753959744447666,0.004277343978174032,0.0007826366336302258,10661.512412707087
185,3.082171077672946e-05,5.2617354167672215e-05,-0.0009071169324421646,1678323534476049657,182,1677825034810343265,camera_1,0,0.7037766221524316,0.7061359163456931,0.0355148401933027,0.06934861126501436,0.007122525072190911,0.0013029573965065836,10663.294148788322
186,0.00010654155164650791,-0.00013661439783813067,0.0008221632952110092,1678323534483119070,183,1677825034817142486,camera_1,0,0.7039215534662857,0.7063590694398495,0.03563649675092435,0.0654320386737445,0.005521907820366323,0.0010104135152781057,10659.285598137998
187,-1.4451706353238447e-05,-1.2411689360558587e-05,-8.961637833859726e-05,1678323534489194510,184,1677825034823866367,camera_1,0,0.704027413627186,0.7061021755871432,0.03398669010115952,0.06789715302195054,0.00186523114098236,0.00034132675520213144,10662.458306749348
188,-1.6693922754315582e-05,-0.00010289209438463232,0.0007839410982581896,1678323534494886595,185,1677825034829753398,camera_1,0,0.7039643892419252,0.7062436262966547,0.03339037928996958,0.0673733000933327,0.0040081252227537325,0.000733768781424281,10657.508224002198
189,2.293556632324001e-06,-1.8473173204358595e-05,0.0001386094479043365,1678323534502427572,186,1677825034837048768,camera_1,0,0.7041172169384596,0.7062061554626036,0.03269698858052972,0.06650351671401987,0.0055640002246946105,0.0010179191559338157,10665.729518700855
190,0.00011441399174973166,-0.00019250433874606898,0.0014143811567932651,1678323534511976189,187,1677825034843797206,camera_1,0,0.7039911415963893,0.7063719195581202,0.03338744768767093,0.06573022250450992,0.00600951787782833,0.0011002258782956294,10656.561050061253
191,9.459091186027335e-05,-1.1864852350829125e-05,-0.0006875065567935046,1678323534515009299,188,1677825034849773168,camera_1,0,0.7038270427327836,0.7061468005736037,0.036146917342845,0.06839291136000378,0.00582843495067209,0.0010661664187466369,10663.180345010833
