field.image_seq,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,%time,field.header.seq,field.header.stamp,field.header.frame_id,field.transforms0.fiducial_id,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w,field.transforms0.image_error,field.transforms0.object_error,field.transforms0.fiducial_area
194,0.0,0.0,0.0,1678320262742425158,193,1677825034829753398,camera_1,0,0.7039643892419252,0.7062436262966547,0.03339037928996958,0.0673733000933327,0.0040081252227537325,0.000733768781424281,10657.508224002198
195,1.9102155093236872e-05,8.294400937775004e-05,-0.0006455194935517383,1678320262750316854,194,1677825034837048768,camera_1,0,0.7041172169384596,0.7062061554626036,0.03269698858052972,0.06650351671401987,0.0055640002246946105,0.0010179191559338157,10665.729518700855
196,0.00013099736815358476,-8.814006349006087e-05,0.000630670536600153,1678320262758315335,195,1677825034843797206,camera_1,0,0.7039911415963893,0.7063719195581202,0.03338744768767093,0.06573022250450992,0.00600951787782833,0.0011002258782956294,10656.561050061253
197,0.00011156747061907835,8.767871566300878e-05,-0.0014716295787606803,1678320262763036273,196,1677825034849773168,camera_1,0,0.7038270427327836,0.7061468005736037,0.036146917342845,0.06839291136000378,0.00582843495067209,0.0010661664187466369,10663.180345010833
198,0.00014954562178980113,-1.7305294360558943e-05,-0.00048765349833779226,1678320262770404513,197,1677825034856790065,camera_1,0,0.7039328991821661,0.7062809898621286,0.03592889050844681,0.06599054201318963,0.002599829866085201,0.000475652112468464,10661.701291244244
199,0.00010610770548177828,0.0001635565268137129,-0.0016655572867723123,1678320262777618547,198,1677825034863768100,camera_1,0,0.7039979111213012,0.7061894502899112,0.034803734128945336,0.06687377308601128,0.004394082468934357,0.0008033077350638525,10670.414616959399
200,3.545468327453838e-06,8.282163495693107e-05,-0.001023101595738929,1678320262786126514,199,1677825034870501995,camera_1,0,0.7039368175833797,0.7062321640627842,0.03610733321999155,0.06637279398609794,0.0034804932656697925,0.0006365725141357541,10664.881819907225
201,-1.9050539214915396e-05,0.00015073468480514274,-0.0011958788213504157,1678320262790387273,200,1677825034876345157,camera_1,0,0.7038883257641458,0.7060985761673628,0.03470415085683816,0.06900469187436811,0.0032960835960693657,0.0006031488054263505,10661.301590561512
202,7.180041701210227e-05,-9.987744029577028e-05,0.0006406374149952043,1678320262797473219,201,1677825034883761644,camera_1,0,0.7041914960707545,0.7062712097280425,0.03411580865169273,0.06427617576490574,0.006686621985863893,0.0012236999467177944,10659.189551701309
203,3.467781414077942e-05,7.007907184380935e-05,-0.0005653553884914508,1678320262803618762,202,1677825034890496969,camera_1,0,0.7038434353224087,0.7063149700423449,0.03367814421880785,0.06774484666458855,0.004547352727968246,0.0008322283595223014,10660.752089198912
