field.image_seq,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,%time,field.header.seq,field.header.stamp,field.header.frame_id,field.transforms0.fiducial_id,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w,field.transforms0.image_error,field.transforms0.object_error,field.transforms0.fiducial_area
179,0.0,0.0,0.0,1678319900984612601,177,1677825034917077779,camera_1,0,0.7040571378057943,0.7062420144181006,0.033617512057240624,0.0662995223094224,0.003503789252135903,0.0006415233708542402,10656.257913698675
180,-0.00012404957014186535,0.00022203003302190272,-0.0017412714314541944,1678319900991322472,178,1677825034923938274,camera_1,0,0.7038659805582852,0.7062918942802313,0.03471273547347626,0.06722698478077767,0.002200111746788025,0.0004024083123385196,10666.618690301546
181,-8.928570247629386e-05,5.769504715297247e-05,-0.0003957911560581451,1678319900998074736,179,1677825034930506706,camera_1,0,0.7040743772511442,0.7062439657046781,0.03335927655324171,0.06622605885893723,0.004086848173756152,0.000748014180802899,10659.961076191508
182,-0.0001638810459408946,0.00018292339508846345,-0.0014691236077224445,1678319901003403787,180,1677825034936291694,camera_1,0,0.7038729619391038,0.7063514196752618,0.034614660684626763,0.06657590134202923,0.0030875058146193624,0.0005647185754789325,10666.213265242288
183,-5.5372409071566264e-05,-3.1606624301294683e-05,0.00043750586199831076,1678319901010478646,181,1677825034943076372,camera_1,0,0.7041550587241161,0.7064218383754394,0.028520007855883163,0.06573012012313348,0.008080620900727808,0.001479638961502846,10659.711719778012
184,-0.0001273575863715709,0.00016576035786947108,-0.0012328529130636312,1678319901018040433,182,1677825034950578927,camera_1,0,0.7039401257699003,0.706411965130101,0.033748392315733323,0.06566186768733659,0.0072753254789859065,0.00133063611475575,10667.670033357805
185,-0.00010978887339656296,0.00016209807511302632,-0.0011904800461595144,1678319901024649733,183,1677825034957170009,camera_1,0,0.7039089286626279,0.706295615419116,0.03318654019423786,0.06750835014055567,0.004974343697540462,0.0009102180941939551,10663.307652567048
186,-0.0001698149406263033,0.00030873217959342947,-0.0026975551720216373,1678319901031444880,184,1677825034963759183,camera_1,0,0.7038218792967393,0.7062510734593533,0.0364623316793068,0.06719138210533718,0.005382216942962259,0.0009836135573508577,10672.16040625644
187,-0.00014662771812684605,0.00024653557621417965,-0.002105152128057508,1678319901037209527,185,1677825034969747304,camera_1,0,0.7039136157174544,0.7061587966157352,0.03688836905492381,0.06696733381481472,0.0031644537230022256,0.0005785849548917037,10667.401825492963
188,-0.00011527523296504805,0.00016685297141166844,-0.001325849296302195,1678319901044295141,186,1677825034976616382,camera_1,0,0.7039449695317473,0.7063285679732151,0.032517428337286096,0.06711222534072414,0.005204763438086957,0.0009522077151750348,10666.18104686088
189,-5.695191900502439e-05,1.3252153357901086e-05,-0.00022523490013437453,1678319901050943552,187,1677825034983732461,camera_1,0,0.7039161145462088,0.706297496037236,0.03570867075164804,0.06611234080600925,0.002686560095753521,0.0004917745596664329,10655.954070650045
190,-0.000123426537008392,0.00014553324047206218,-0.0011824250561698335,1678319901057035263,188,1677825034989924907,camera_1,0,0.7040255919215828,0.7061558260780401,0.0350352800828635,0.06681649770095144,0.0024534271215088665,0.00044885840615782764,10662.755437282265
191,-6.623315955324449e-05,-2.839194169584891e-05,0.0003235122268843149,1678319901064231574,189,1677825034996572017,camera_1,0,0.7041196636135596,0.7062841863287407,0.03349215026371464,0.06524127010864478,0.0037723412970080967,0.0006906749088932787,10656.475874980566
192,-0.00010042279962342582,9.058051914206944e-05,-0.00048112997959393056,1678319901070477843,190,1677825035003214836,camera_1,0,0.7040830065934026,0.7062846915755324,0.03258680651258936,0.06608444835027914,0.003414947830606252,0.0006250112351122513,10661.928222855204
193,-0.00012628075404715056,0.00018718003258150206,-0.0015882594375482562,1678319901077053061,191,1677825035009919881,camera_1,0,0.7038079180997334,0.7062478082824676,0.035622955952608136,0.0678192651503119,0.003866512444801629,0.000707351443443837,10662.701150066912
194,-6.700420750634095e-05,8.653980453110499e-05,-0.0006705258229140476,1678319901083800367,192,1677825035016564369,camera_1,0,0.703960241926209,0.7061303874774985,0.035110210412625464,0.06772833079924931,0.0035504020634107287,0.0006499811164095579,10656.199778720036
195,-0.00011559576194274113,0.00023696222363411845,-0.0020231019046299537,1678319901090431876,193,1677825035023276329,camera_1,0,0.7039058252777501,0.7062293541366396,0.03465610938544439,0.0674955004282401,0.007626964128576217,0.0013946209947079042,10668.246959297452
196,-0.00011932919263610287,0.00019068536564725846,-0.0017580408914383838,1678319901096999272,194,1677825035029927730,camera_1,0,0.7039028159935147,0.7060375010072321,0.03675151104460031,0.0684192899977915,0.0032524320413358514,0.0005950331883153871,10661.016982762376
197,-0.0001347609730648902,0.00020429376326136506,-0.001616817031102613,1678319901104747115,195,1677825035037101984,camera_1,0,0.7037827034214377,0.7062939822501103,0.035432931943760064,0.06769951503491446,0.0034753383370116357,0.0006357491301344851,10663.496594786524
198,-0.000139149165810995,0.00021386790963734414,-0.0017730755694200795,1678319901111082570,196,1677825035043729066,camera_1,0,0.7040170303820056,0.7060883573504811,0.033764181738269734,0.06825857145990283,0.0029610662604682148,0.0005416771778181801,10665.352040034139
199,-0.0001552936124626786,0.00022321041808032183,-0.0017252906385860634,1678319901116898900,197,1677825035049594640,camera_1,0,0.7039254194968165,0.7062557995393937,0.032050141374994186,0.06829742192092977,0.003952760132960975,0.0007231115557135955,10666.877319742227
200,-0.00011250807121160333,0.00011471283822123146,-0.0007913894630409146,1678319901124180905,198,1677825035056460380,camera_1,0,0.704040480485138,0.7061752866837269,0.03466603180079127,0.06664632438926192,0.005218663194682449,0.0009549795803262244,10660.516861925953
201,-8.21113168080756e-05,4.568334173549182e-05,-0.0004077791718319901,1678319901131397750,199,1677825035063745260,camera_1,0,0.7041015020043273,0.7062086722093615,0.03356809615501552,0.06620852733650451,0.003774072567466647,0.0006908107171448228,10659.843842025966
202,-0.00015710127684415154,0.00024022944733387286,-0.0018748463005437976,1678319901138099938,200,1677825035070535659,camera_1,0,0.7040109822791529,0.7060272313496716,0.03458020695882705,0.06854410776824148,0.004111080546863377,0.0007520493309871516,10664.45153803588
203,-0.00010671316887030102,6.85819374221519e-05,-0.0007488525545684688,1678319901144661607,201,1677825035077146768,camera_1,0,0.7040912431590464,0.7061331319278625,0.033237128983697795,0.06728160638256006,0.004101029073353857,0.0007506233152721338,10660.238627300012
204,-0.0001341282216126699,0.00018838028400280926,-0.0013143737143388456,1678319901151078008,202,1677825035083746671,camera_1,0,0.7039113418572274,0.7059857405271173,0.035659004744624474,0.06943624671422352,0.002578220854047686,0.0004719682785564244,10656.242155512795
205,-0.00010848878231084491,7.276296135155791e-05,-0.0005893181501361866,1678319901156811995,203,1677825035089646100,camera_1,0,0.7039537492543053,0.7062021827746439,0.032658805613474874,0.06827150482475483,0.004452223074622452,0.000815143519281387,10657.086439613366
206,-0.00012928378369399252,0.00012843648459320844,-0.0011012433904080687,1678319901163790543,204,1677825035096402168,camera_1,0,0.703882991192553,0.7062639008411344,0.03487705626114281,0.06725792165273625,0.0017004915280267596,0.00031116778150664634,10661.168261038838
207,-0.00011959840179669168,0.00015380427520750306,-0.0013013406544155615,1678319901171505421,205,1677825035103788137,camera_1,0,0.7039368682467276,0.7063246299502286,0.03496718623501942,0.06599771613826873,0.004336079640779643,0.0007930446258617404,10665.862996301848
208,-0.00013198202492761824,0.00026607334304407093,-0.0023221583153323344,1678319901178071700,206,1677825035110538482,camera_1,0,0.7038704339262432,0.7062244840604308,0.0352162784592861,0.06762546923710383,0.0033973765675909817,0.0006211867657971013,10669.620777102886
209,-7.351026465941823e-05,0.00017722948489168333,-0.0017194916214329226,1678319901184521763,207,1677825035117165327,camera_1,0,0.7039924386288596,0.7062558547212029,0.0323554680711989,0.06745693227021424,0.0034345315070822835,0.000628178446151038,10668.598498041974
210,-3.597339595992621e-05,3.388750993632561e-05,-0.0005254518075865633,1678319901191315373,208,1677825035123746395,camera_1,0,0.7040419380667141,0.7063006643985865,0.034164037583836016,0.06555257012010192,0.0059549518628045925,0.0010896907604552905,10661.682295838142
211,-0.00013596863991589825,0.00015626457471984434,-0.0010199393454350947,1678319901197819703,209,1677825035130510568,camera_1,0,0.7038696132658071,0.7062585914710465,0.03299394957951614,0.06839421602387802,0.005704368639271706,0.0010441194073620072,10659.882167506497
212,-0.0001556464451923506,0.00013932469646910084,-0.0009398740512787107,1678319901204924034,210,1677825035137161731,camera_1,0,0.7039576638226658,0.7062506929773184,0.03386211877395304,0.06713362143167366,0.005211102426983415,0.0009536404817215088,10661.470117542658
213,-0.000130810370399026,0.00011288066481029979,-0.0006966959377803228,1678319901209825591,211,1677825035142889976,camera_1,0,0.7040081649590982,0.7063812697120373,0.03397253273433913,0.06514501124834812,0.002621783991344273,0.0004796493901546268,10664.375282886667
214,-0.00010078037663967254,0.00015257734250229138,-0.0011650019585194293,1678319901217724150,212,1677825035149996757,camera_1,0,0.7037795892075337,0.7062923672302481,0.037051840862296535,0.06687707302119797,0.005085676850285381,0.0009304278540846869,10659.853800123436
