time,time_diff
1716798144.66079,0.0
1716798144.679262,0.0
1716798144.696301,0.0
1716798144.714441,0.0
1716798144.7301385,0.0
1716798144.7473419,0.0
1716798144.7656705,0.0
1716798144.781237,0.0
1716798144.7983274,0.0
1716798144.8131685,0.0
1716798144.8319821,0.0
1716798144.8442633,0.0
1716798144.8612964,0.0
1716798144.8802173,0.0
1716798144.8984988,0.0
1716798144.914358,0.0
1716798144.9256501,0.0
1716798144.9411976,0.0
1716798144.9590473,0.0
1716798144.9732053,0.0
1716798144.9889567,0.0
1716798145.004212,0.0
1716798145.0214515,0.0
1716798145.0527534,0.0
1716798145.0595748,0.0
1716798145.082878,0.0
1716798145.0973415,0.0
1716798145.109068,0.0
1716798145.127041,0.0
1716798145.148968,0.0
1716798145.1648095,0.0
1716798145.180922,0.0
1716798145.1986446,0.0
1716798145.2121408,0.0
1716798145.2263868,0.0
1716798145.2436543,0.0
1716798145.2635834,0.0
1716798145.2788694,0.0
1716798145.2985504,0.0
1716798145.3151505,0.0
1716798145.3315656,0.0
1716798145.3471065,0.0
1716798145.3656843,0.0
1716798145.3833606,0.0
1716798145.4023387,0.0
1716798145.4160454,0.0
1716798145.4302976,0.0
1716798145.452351,0.0
1716798145.466632,0.0
1716798145.4843135,0.0
1716798145.4982162,0.0
1716798145.5191066,0.0
1716798145.5322928,0.0
1716798145.5507545,0.0
1716798145.566946,0.0
1716798145.5805497,0.0
1716798145.6007528,0.0
1716798145.6178722,0.0
1716798145.6332924,0.0
1716798145.6434543,0.0
1716798145.6658893,0.0
1716798145.68331,0.0
1716798145.6965752,0.0
1716798145.7178197,0.0
1716798145.7322826,0.0
1716798145.7477062,0.0
1716798145.7695143,0.0
1716798145.786045,0.0
1716798145.7975597,0.0
1716798145.8197565,0.0
1716798145.8357987,0.0
1716798145.8511288,0.0
1716798145.8663144,0.0
1716798145.8841667,0.0
1716798145.900314,0.0
1716798145.9164045,0.0
1716798145.933205,0.0
1716798145.950302,0.0
1716798145.9678853,0.0
1716798145.982265,0.0
1716798145.9994469,0.0
1716798146.0164351,0.0
1716798146.0310147,0.0
1716798146.0497363,0.0
1716798146.0644984,0.0
1716798146.0824938,0.0
1716798146.100362,0.0
1716798146.1136315,0.0
1716798146.134702,0.0
1716798146.1462693,0.0
1716798146.157467,0.0
1716798146.1744258,0.0
1716798146.1959922,0.0
1716798146.2072182,0.0
1716798146.2229457,0.0
1716798146.2393985,0.0
1716798146.2552378,0.0
1716798146.2753115,0.0
1716798146.2903693,0.0
1716798146.3059483,0.0
1716798146.32524,0.0
1716798146.3403916,0.0
1716798146.365599,0.0
1716798146.3828566,0.0
1716798146.4005747,0.0
1716798146.4199224,0.0
1716798146.4350686,0.0
1716798146.452911,0.0
1716798146.4687667,0.0
1716798146.4864101,0.0
1716798146.4996576,0.0
1716798146.5186872,0.0
1716798146.5289848,0.0
1716798146.5500526,0.0
1716798146.5690706,0.0
1716798146.58478,0.0
1716798146.6021385,0.0
1716798146.6181746,0.0
1716798146.6310716,0.0
1716798146.6755667,0.0
1716798146.704437,0.0
1716798146.7336586,0.0
1716798146.7501411,0.0
1716798146.7661693,0.0
1716798146.785044,0.0
1716798146.801725,0.0
1716798146.8195431,0.0
1716798146.8329833,0.0
1716798146.8531017,0.0
1716798146.8656435,0.0
1716798146.8838098,0.0
1716798146.8996058,0.0
1716798146.9172592,0.0
1716798146.9350185,0.0
1716798146.951703,0.0
1716798146.967787,0.0
1716798146.984424,0.0
1716798147.0017316,0.0
1716798147.017971,0.0
1716798147.0347195,0.0
1716798147.0541346,0.0
1716798147.0641162,0.0
1716798147.0850778,0.0
1716798147.091666,0.0
1716798147.1114616,0.0
1716798147.1240857,0.0
1716798147.1436572,0.0
1716798147.1608522,0.0
1716798147.176528,0.0
1716798147.199149,0.0
1716798147.2073493,0.0
1716798147.2253482,0.0
1716798147.240884,0.0
1716798147.2572865,0.0
1716798147.2746763,0.0
1716798147.290467,0.0
1716798147.3089883,0.0
1716798147.3262177,0.0
1716798147.344133,0.0
1716798147.3574302,0.0
1716798147.37594,0.0
1716798147.3912947,0.0
1716798147.40758,0.0
1716798147.4237602,0.0
1716798147.4409544,0.0
1716798147.4563074,0.0
1716798147.4716966,0.0
1716798147.488671,0.0
1716798147.5067213,0.0
1716798147.5229213,0.0
1716798147.5419524,0.0
1716798147.5581417,0.0
1716798147.5747738,0.0
1716798147.5908742,0.0
1716798147.6082058,0.0
1716798147.624643,0.0
1716798147.6416957,0.0
1716798147.6626942,0.0
1716798147.679258,0.0
1716798147.698246,0.0
1716798147.7169027,0.0
1716798147.7322907,0.0
1716798147.7487743,0.0
1716798147.7684834,0.0
1716798147.7833943,0.0
1716798147.798446,0.0
1716798147.8187466,0.0
1716798147.8352516,0.0
1716798147.8514795,0.0
1716798147.8710904,0.0
1716798147.8840203,0.0
1716798147.9035828,0.0
1716798147.9204752,0.0
1716798147.9360895,0.0
1716798147.953767,0.0
1716798147.9693248,0.0
1716798147.984462,0.0
1716798148.0027905,0.0
1716798148.0171366,0.0
1716798148.0321229,0.0
1716798148.0504324,0.0
1716798148.0700214,0.0
1716798148.0854225,0.0
1716798148.098799,0.0
1716798148.1184478,0.0
1716798148.136016,0.0
1716798148.1512835,0.0
1716798148.1708648,0.0
1716798148.1876554,0.0
1716798148.2027793,0.0
1716798148.219679,0.0
1716798148.2308109,0.0
1716798148.2522516,0.0
1716798148.2702804,0.0
1716798148.2859507,0.0
1716798148.3016694,0.0
1716798148.3186252,0.0
1716798148.3363185,0.0
1716798148.3535213,0.0
1716798148.3708382,0.0
1716798148.383305,0.0
1716798148.3963592,0.0
1716798148.4189541,0.0
1716798148.435836,0.0
1716798148.4490345,0.0
1716798148.469583,0.0
1716798148.4853776,0.0
1716798148.4980962,0.0
1716798148.5209079,0.0
1716798148.5347974,0.0
1716798148.5484886,0.0
1716798148.568967,0.0
1716798148.5825546,0.0
1716798148.602596,0.0
1716798148.6167233,0.0
1716798148.6350548,0.0
1716798148.6487775,0.0
1716798148.6698499,0.0
1716798148.6838088,0.0
1716798148.6965165,0.0
1716798148.7105577,0.0
1716798148.7336473,0.0
1716798148.744536,0.0
1716798148.7646337,0.0
1716798148.7833664,0.0
1716798148.7957728,0.0
1716798148.8096604,0.0
1716798148.8301642,0.0
1716798148.844518,0.0
1716798148.8595116,0.0
1716798148.876801,0.0
1716798148.8948996,0.0
1716798148.9129298,0.0
1716798148.9325254,0.0
1716798148.9521906,0.0
1716798148.9690886,0.0
1716798148.9852474,0.0
1716798149.0025814,0.0
1716798149.0197208,0.0
1716798149.0399158,0.0
1716798149.0566344,0.0
1716798149.0688586,0.0
1716798149.089913,0.0
1716798149.1044629,0.0
1716798149.1218474,0.0
1716798149.1366313,0.0
1716798149.1523278,0.0
1716798149.1709368,0.0
1716798149.1869426,0.0
1716798149.2030447,0.0
1716798149.214863,0.0
1716798149.236651,0.0
1716798149.2524064,0.0
1716798149.2678118,0.0
1716798149.285625,0.0
1716798149.3003316,0.0
1716798149.3161871,0.0
1716798149.3359962,0.0
1716798149.3741314,0.0
1716798149.3813534,0.0
1716798149.4054482,0.0
1716798149.4168093,0.0
1716798149.43802,0.0
1716798149.454235,0.0
1716798149.4704525,0.0
1716798149.4826548,0.0
1716798149.5045087,0.0
1716798149.5211606,0.0
1716798149.5377946,0.0
1716798149.5508058,0.0
1716798149.571847,0.0
1716798149.5875814,0.0
1716798149.6061926,0.0
1716798149.6202173,0.0
1716798149.6379893,0.0
1716798149.654862,0.0
1716798149.6712153,0.0
1716798149.6850784,0.0
1716798149.70404,0.0
1716798149.719026,0.0
1716798149.738875,0.0
1716798149.7545488,0.0
1716798149.7717412,0.0
1716798149.786603,0.0
1716798149.8023114,0.0
1716798149.8198228,0.0
1716798149.8383868,0.0
1716798149.8536162,0.0
1716798149.8708968,0.0
1716798149.8870726,0.0
1716798149.9021804,0.0
1716798149.9213593,0.0
1716798149.9355655,0.0
1716798149.9537287,0.0
1716798149.9690256,0.0
1716798149.9863818,0.0
1716798150.0034287,0.0
1716798150.0172234,0.0
1716798150.0356069,0.0
1716798150.0514553,0.0
1716798150.0600967,0.0
1716798150.0764,0.0
1716798150.0934243,0.0
1716798150.1085973,0.0
1716798150.1255896,0.0
1716798150.142847,0.0
1716798150.1590598,0.0
1716798150.1800075,0.0
1716798150.198411,0.0
1716798150.2129364,0.0
1716798150.2340693,0.0
1716798150.2501168,0.0
1716798150.2652488,0.0
