Time (s),Translation X
0.02344799041748047,-0.1009218062192557
0.03840970993041992,-0.10092367506525454
0.05833840370178223,-0.10094179297014126
0.07510185241699219,-0.10090177001648823
0.09028744697570801,-0.10093738865376306
0.10568761825561523,-0.10088886525296435
0.1227409839630127,-0.10084694455272507
0.13856291770935059,-0.10082237713515767
0.15501832962036133,-0.10074311224433255
0.17475318908691406,-0.10077482295962138
0.19049334526062012,-0.10075658481124297
0.20694375038146973,-0.1007773226264102
0.22169256210327148,-0.10086920892886732
0.24207830429077148,-0.10090616654953397
0.25557541847229004,-0.1009444353670938
0.27475953102111816,-0.1009335430924146
0.29137086868286133,-0.10092839343722831
0.30710363388061523,-0.10092980936377716
0.32494616508483887,-0.10091615194369515
0.33960795402526855,-0.10081382060498856
0.3580324649810791,-0.10076777094757715
0.3755452632904053,-0.10075172524635853
0.38914966583251953,-0.1008094975309126
0.40602827072143555,-0.1007981351355915
0.4223453998565674,-0.10087464108642798
0.44171690940856934,-0.10091286021627702
0.4576125144958496,-0.10090583769431528
0.47214651107788086,-0.10090893417225028
0.4919168949127197,-0.10094467492899492
0.5068447589874268,-0.1009782676138259
0.5223803520202637,-0.10092186454534328
0.5423028469085693,-0.10090991161623217
0.5564534664154053,-0.10077280931726476
0.575014591217041,-0.1007505862379502
0.5903122425079346,-0.10075131315123445
0.6061398983001709,-0.10075043511012424
0.6221239566802979,-0.10082960635651185
0.6425633430480957,-0.10092012731929403
0.6557507514953613,-0.10093069063729891
0.6755228042602539,-0.10093601917183026
0.6908791065216064,-0.1009254070609882
0.7073163986206055,-0.10094491051331128
0.7225878238677979,-0.1009447371471005
0.739734411239624,-0.10089211392164428
0.7557158470153809,-0.10084766381254631
0.7755703926086426,-0.10081514171256158
0.7915377616882324,-0.10080550717638746
0.8090224266052246,-0.10074709925517046
0.823599100112915,-0.10076058032395227
0.842644214630127,-0.10085468037940162
0.8577911853790283,-0.10092495237314558
0.8733465671539307,-0.10089539440864252
0.8904030323028564,-0.10093153329884524
0.9063727855682373,-0.10091299273762977
0.9224011898040771,-0.10096039037927668
0.9426414966583252,-0.10092048214376113
0.9591579437255859,-0.10086188922737574
0.974459171295166,-0.10082400800801643
0.9890556335449219,-0.10076302673930537
1.008357286453247,-0.1007424553871579
1.0221080780029297,-0.10075380221315913
1.0426783561706543,-0.10081032461695588
1.0561134815216064,-0.10085908003422234
1.0751526355743408,-0.10091778100930672
1.092296838760376,-0.10094438922138019
1.106107473373413,-0.10094167721022672
1.126142978668213,-0.1009361808260352
1.1397852897644043,-0.10090574565355434
1.1587395668029785,-0.10080657127043427
1.1744606494903564,-0.10080448562149381
1.1891162395477295,-0.10076539482534427
1.208017349243164,-0.10075069001061483
1.2249295711517334,-0.10070121586082598
1.2405438423156738,-0.10073933901762598
1.2578718662261963,-0.10079771464548802
1.2746961116790771,-0.1007866258547002
1.2933158874511719,-0.10092063605959861
1.3068716526031494,-0.10097030246802352
1.3232738971710205,-0.10093364205747726
1.343740463256836,-0.10089052765827104
1.3582744598388672,-0.10084302286159227
1.3727002143859863,-0.10080984453464793
1.3935739994049072,-0.1007879200217153
1.4078264236450195,-0.10073372995049698
1.4261953830718994,-0.10072229130567398
1.4412553310394287,-0.1007014847872301
1.4558513164520264,-0.10079893022078536
1.4755423069000244,-0.10080102394792935
1.4899704456329346,-0.10081810679283196
1.509835958480835,-0.10089989162801094
1.5257055759429932,-0.10091662945979005
1.5396802425384521,-0.10090742997986556
1.5594897270202637,-0.10088764785630519
1.5766582489013672,-0.10084217176615165
1.5929615497589111,-0.10080891655610787
1.6089215278625488,-0.10072425804467539
1.6258001327514648,-0.10066338547097949
1.6409237384796143,-0.10067917077324416
1.6598219871520996,-0.10074227535508741
1.6737055778503418,-0.10078440132360797
1.6922731399536133,-0.10081314738186703
1.7090272903442383,-0.10087656951320922
1.7257380485534668,-0.1008846366578859
1.7427594661712646,-0.10093770128036823
1.7582385540008545,-0.10090307370241017
1.77524995803833,-0.10081411296632281
1.791701316833496,-0.10078139137056781
1.8082389831542969,-0.10074872165832605
1.8258540630340576,-0.10067088825780858
1.842911958694458,-0.100705659984267
1.8583621978759766,-0.10074490040537713
1.8756518363952637,-0.10078601851963034
1.8905441761016846,-0.10082511781890044
1.9101343154907227,-0.10041970707698042
1.9264671802520752,-0.09989662373677059
