time,time_diff
1716434891.9885864,0.0
1716434892.0031028,0.0
1716434892.0209017,0.0
1716434892.036678,0.0
1716434892.0520566,0.0
1716434892.0715985,0.0
1716434892.086311,0.0
1716434892.1026778,0.0
1716434892.1216102,0.0
1716434892.1376486,0.0
1716434892.1560204,0.0
1716434892.171776,0.0
1716434892.187299,0.0
1716434892.2032633,0.0
1716434892.2244668,0.0
1716434892.2364821,0.0
1716434892.253454,0.0
1716434892.2687411,0.0
1716434892.288694,0.0
1716434892.3059475,0.0
1716434892.31865,0.0
1716434892.3362455,0.0
1716434892.3539982,0.0
1716434892.3720102,0.0
1716434892.3889782,0.0
1716434892.4028556,0.0
1716434892.4238026,0.0
1716434892.4364874,0.0
1716434892.4559524,0.0
1716434892.4734347,0.0
1716434892.4887502,0.0
1716434892.5037014,0.0
1716434892.5184317,0.0
1716434892.5328465,0.0
1716434892.5516937,0.0
1716434892.565321,0.0
1716434892.580022,0.0
1716434892.5972624,0.0
1716434892.6135612,0.0
1716434892.6300032,0.0
1716434892.6471899,0.0
1716434892.6633952,0.0
1716434892.6799874,0.0
1716434892.6976619,0.0
1716434892.7132304,0.0
1716434892.7307868,0.0
1716434892.7469482,0.0
1716434892.7633033,0.0
1716434892.7815068,0.0
1716434892.796711,0.0
1716434892.8141556,0.0
1716434892.8307593,0.0
1716434892.8540874,0.0
1716434892.8730376,0.0
1716434892.8798318,0.0
1716434892.8983865,0.0
1716434892.913757,0.0
1716434892.931442,0.0
1716434892.9545968,0.0
1716434892.9642324,0.0
1716434892.9818408,0.0
1716434892.9968681,0.0
1716434893.014068,0.0
1716434893.0308213,0.0
1716434893.0508866,0.0
1716434893.0683181,0.0
1716434893.0844622,0.0
1716434893.1031303,0.0
1716434893.118825,0.0
1716434893.1317215,0.0
1716434893.1476898,0.0
1716434893.1657512,0.0
1716434893.1819973,0.0
1716434893.1986046,0.0
1716434893.2149897,0.0
1716434893.2331018,0.0
1716434893.251062,0.0
1716434893.2701626,0.0
1716434893.281621,0.0
1716434893.298103,0.0
1716434893.3158872,0.0
1716434893.334467,0.0
1716434893.3510904,0.0
1716434893.368058,0.0
1716434893.3856423,0.0
1716434893.4032905,0.0
1716434893.419381,0.0
1716434893.4334948,0.0
1716434893.4527724,0.0
1716434893.4732375,0.0
1716434893.4904094,0.0
1716434893.5061314,0.0
1716434893.5210793,0.0
1716434893.539967,0.0
1716434893.555525,0.0
1716434893.5709088,0.0
1716434893.5888963,0.0
1716434893.6039212,0.0
1716434893.6218348,0.0
1716434893.6362653,0.0
1716434893.6564813,0.0
1716434893.6731381,0.0
1716434893.6887105,0.0
1716434893.7033255,0.0
1716434893.7213032,0.0
1716434893.7377644,0.0
1716434893.7534826,0.0
1716434893.7732565,0.0
1716434893.7885945,0.0
1716434893.8073492,0.0
1716434893.8230405,0.0
1716434893.8389275,0.0
1716434893.8565238,0.0
1716434893.873573,0.0
1716434893.889853,0.0
1716434893.903837,0.0
1716434893.9227164,0.0
1716434893.9382691,0.0
1716434893.953753,0.0
1716434893.9715667,0.0
1716434893.9927738,0.0
1716434894.0065973,0.0
1716434894.0198505,0.0
1716434894.038855,0.0
1716434894.0573123,0.0
1716434894.0726361,0.0
1716434894.0886197,0.0
1716434894.1046388,0.0
1716434894.1216416,0.0
1716434894.1367283,0.0
1716434894.149497,0.0
1716434894.1646328,0.0
1716434894.1820962,0.0
1716434894.1993263,0.0
1716434894.2155213,0.0
1716434894.2317977,0.0
1716434894.2490625,0.0
1716434894.2741926,0.0
1716434894.281115,0.0
1716434894.2996478,0.0
1716434894.315274,0.0
1716434894.3323991,0.0
1716434894.3487258,0.0
1716434894.366616,0.0
1716434894.3896177,0.0
1716434894.3993983,0.0
1716434894.421917,0.0
1716434894.432605,0.0
1716434894.4499652,0.0
1716434894.4735851,0.0
1716434894.4829195,0.0
1716434894.4990656,0.0
1716434894.5163639,0.0
1716434894.533161,0.0
1716434894.5543013,0.0
1716434894.5652323,0.0
1716434894.5828416,0.0
1716434894.5991597,0.0
1716434894.6170123,0.0
1716434894.636578,0.0
1716434894.6545007,0.0
1716434894.6698914,0.0
1716434894.6842701,0.0
1716434894.6993163,0.0
1716434894.7156255,0.0
1716434894.7335835,0.0
1716434894.7515337,0.0
1716434894.767568,0.0
1716434894.7848284,0.0
1716434894.8044791,0.0
1716434894.8179579,0.0
1716434894.8346632,0.0
1716434894.8501945,0.0
1716434894.867465,0.0
1716434894.8858938,0.0
1716434894.9023275,0.0
1716434894.9208746,0.0
1716434894.936286,0.0
1716434894.9528992,0.0
1716434894.9701965,0.0
1716434894.9864624,0.0
1716434895.004907,0.0
1716434895.0216463,0.0
1716434895.0396302,0.0
1716434895.058122,0.0
1716434895.0718365,0.0
1716434895.0893283,0.0
1716434895.107288,0.0
1716434895.119601,0.0
1716434895.1374543,0.0
1716434895.155245,0.0
1716434895.1750033,0.0
1716434895.1883986,0.0
1716434895.2052162,0.0
1716434895.2241287,0.0
1716434895.2388468,0.0
1716434895.2747304,0.0
1716434895.2894437,0.0
1716434895.3049014,0.0
1716434895.3232834,0.0
1716434895.3382497,0.0
1716434895.3574116,0.0
1716434895.3734834,0.0
1716434895.3909473,0.0
1716434895.4082267,0.0
1716434895.422561,0.0
1716434895.4382405,0.0
1716434895.45549,0.0
1716434895.4734604,0.0
1716434895.4891374,0.0
1716434895.5075216,0.0
1716434895.5247774,0.0
1716434895.5400722,0.0
1716434895.556993,0.0
1716434895.5746875,0.0
1716434895.590093,0.0
1716434895.6060781,0.0
1716434895.6231015,0.0
1716434895.636774,0.0
1716434895.6513853,0.0
1716434895.6670113,0.0
1716434895.6843426,0.0
1716434895.7004032,0.0
1716434895.7180612,0.0
1716434895.7342482,0.0
1716434895.7500317,0.0
1716434895.7695735,0.0
1716434895.7841022,0.0
1716434895.8006122,0.0
1716434895.817086,0.0
1716434895.8341382,0.0
1716434895.8511379,0.0
1716434895.875021,0.0
1716434895.8834207,0.0
1716434895.9005215,0.0
1716434895.918336,0.0
1716434895.934289,0.0
1716434895.9504027,0.0
1716434895.966902,0.0
1716434895.984282,0.0
1716434896.0001445,0.0
1716434896.0171719,0.0
1716434896.0346603,0.0
1716434896.0549645,0.0
1716434896.0665653,0.0
1716434896.085726,0.0
1716434896.100422,0.0
1716434896.1179347,0.0
1716434896.1337512,0.0
1716434896.1508062,0.0
1716434896.1690135,0.0
1716434896.1869698,0.0
1716434896.205374,0.0
1716434896.2226086,0.0
1716434896.2383366,0.0
1716434896.2568784,0.0
1716434896.2715602,0.0
1716434896.2848067,0.0
1716434896.3008137,0.0
1716434896.3201556,0.0
1716434896.3355172,0.0
1716434896.3525345,0.0
1716434896.3692992,0.0
1716434896.3853662,0.0
1716434896.4025218,0.0
1716434896.4177096,0.0
1716434896.4362793,0.0
1716434896.4546294,0.0
1716434896.4726496,0.0
1716434896.4898796,0.0
1716434896.5053647,0.0
1716434896.5218964,0.0
1716434896.5387256,0.0
1716434896.5517862,0.0
1716434896.5711715,0.0
1716434896.592618,0.0
1716434896.6094449,0.0
1716434896.6244595,0.0
1716434896.6418302,0.0
1716434896.656608,0.0
1716434896.6737118,0.0
1716434896.6899197,0.0
1716434896.7081878,0.0
1716434896.7255037,0.0
1716434896.741727,0.0
1716434896.7576194,0.0
1716434896.7733004,0.0
1716434896.7907228,0.0
1716434896.8091285,0.0
1716434896.8243654,0.0
1716434896.843002,0.0
1716434896.8568928,0.0
1716434896.8762145,0.0
1716434896.8895314,0.0
1716434896.9080074,0.0
1716434896.9269686,0.0
1716434896.9446383,0.0
1716434896.957755,0.0
1716434896.9746752,0.0
1716434896.9914742,0.0
1716434897.0068707,0.0
1716434897.0256891,0.0
1716434897.0391412,0.0
1716434897.0582356,0.0
1716434897.0748508,0.0
1716434897.0918627,0.0
1716434897.1093152,0.0
1716434897.1253257,0.0
1716434897.1422067,0.0
1716434897.1569982,0.0
1716434897.177919,0.0
1716434897.1919181,0.0
1716434897.2104318,0.0
1716434897.2243705,0.0
1716434897.2403011,0.0
1716434897.2549326,0.0
1716434897.2693768,0.0
1716434897.2844636,0.0
1716434897.3023438,0.0
1716434897.319179,0.0
1716434897.3365097,0.0
1716434897.3518288,0.0
1716434897.3695,0.0
1716434897.3866894,0.0
1716434897.402024,0.0
1716434897.4194045,0.0
1716434897.4354215,0.0
1716434897.4524524,0.0
1716434897.4707599,0.0
1716434897.4858642,0.0
1716434897.501765,0.0
1716434897.518937,0.0
1716434897.5353148,0.0
1716434897.5517607,0.0
1716434897.5690093,0.0
1716434897.5851076,0.0
1716434897.6023877,0.0
1716434897.619421,0.0
1716434897.6350834,0.0
1716434897.653017,0.0
1716434897.6690142,0.0
1716434897.6860285,0.0
1716434897.7025087,0.0
1716434897.7191007,0.0
1716434897.7360885,0.0
1716434897.752778,0.0
1716434897.772575,0.0
1716434897.7909842,0.0
1716434897.806877,0.0
1716434897.823755,0.0
1716434897.8396003,0.0
1716434897.8535419,0.0
1716434897.8691237,0.0
1716434897.8871274,0.0
1716434897.9068015,0.0
1716434897.9207208,0.0
1716434897.9397645,0.0
1716434897.9558356,0.0
1716434897.970728,0.0
1716434897.9860141,0.0
1716434898.0050898,0.0
1716434898.023356,0.0
1716434898.0397944,0.0
1716434898.0565152,0.0
1716434898.073117,0.0
1716434898.0891848,0.0
1716434898.104788,0.0
1716434898.1235106,0.0
1716434898.1409628,0.0
1716434898.1606362,0.0
1716434898.1786227,0.0
1716434898.194484,0.0
1716434898.2092628,0.0
1716434898.226261,0.0
1716434898.2415242,0.0
1716434898.2594476,0.0
1716434898.2750638,0.0
1716434898.291894,0.0
1716434898.3089943,0.0
1716434898.3262727,0.0
1716434898.343541,0.0
1716434898.3581643,0.0
1716434898.3771465,0.0
1716434898.3950846,0.0
1716434898.410726,0.0
1716434898.4262116,0.0
1716434898.4415324,0.0
1716434898.4623961,0.0
1716434898.476195,0.0
1716434898.4946365,0.0
1716434898.507948,0.0
1716434898.5266674,0.0
1716434898.5446002,0.0
1716434898.564929,0.0
1716434898.5800147,0.0
1716434898.595834,0.0
1716434898.6135452,0.0
1716434898.6292353,0.0
1716434898.644654,0.0
1716434898.6614208,0.0
1716434898.6816738,0.0
1716434898.6952624,0.0
1716434898.7085965,0.0
1716434898.7285273,0.0
1716434898.7475336,0.0
1716434898.7579627,0.0
1716434898.7704177,0.0
1716434898.7877767,0.0
1716434898.8038847,0.0
1716434898.8223004,0.0
1716434898.8382485,0.0
1716434898.8547251,0.0
1716434898.8711073,0.0
1716434898.8871922,0.0
1716434898.905784,0.0
1716434898.921762,0.0
1716434898.9387357,0.0
1716434898.9551709,0.0
1716434898.9701111,0.0
1716434898.989243,0.0
1716434899.0058832,0.0
1716434899.0223296,0.0
1716434899.0383472,0.0
1716434899.055745,0.0
1716434899.0706372,0.0
1716434899.0879319,0.0
1716434899.1048205,0.0
1716434899.1215703,0.0
1716434899.137937,0.0
1716434899.1543822,0.0
1716434899.171645,0.0
1716434899.1880517,0.0
1716434899.205106,0.0
1716434899.2215335,0.0
1716434899.2384667,0.0
1716434899.2539983,0.0
1716434899.2716572,0.0
1716434899.2889924,0.0
1716434899.3050888,0.0
1716434899.321579,0.0
1716434899.3412287,0.0
1716434899.358769,0.0
1716434899.375363,0.0
1716434899.3944306,0.0
1716434899.4072895,0.0
1716434899.4225454,0.0
1716434899.4380438,0.0
1716434899.4580898,0.0
1716434899.4748304,0.0
1716434899.4907694,0.0
1716434899.5087488,0.0
1716434899.5231714,0.0
1716434899.5393374,0.0
1716434899.5554166,0.0
1716434899.5755022,0.0
1716434899.592883,0.0
1716434899.6087193,0.0
1716434899.6277335,0.0
1716434899.641932,0.0
1716434899.6580737,0.0
1716434899.6722033,0.0
1716434899.6913881,0.0
1716434899.7096798,0.0
1716434899.7285514,0.0
1716434899.7461007,0.0
1716434899.7608116,0.0
1716434899.7790582,0.0
1716434899.7934499,0.0
1716434899.8084447,0.0
1716434899.830272,0.0
1716434899.8460138,0.0
1716434899.8635566,0.0
1716434899.8767576,0.0
1716434899.8973668,0.0
1716434899.9133933,0.0
1716434899.9293072,0.0
1716434899.945075,0.0
1716434899.9620068,0.0
1716434899.9788098,0.0
1716434899.994236,0.0
1716434900.0127082,0.0
1716434900.0276427,0.0
1716434900.0463872,0.0
1716434900.0610793,0.0
1716434900.0811787,0.0
1716434900.0965955,0.0
1716434900.111197,0.0
1716434900.12812,0.0
1716434900.1440415,0.0
1716434900.163563,0.0
1716434900.1801915,0.0
1716434900.195046,0.0
1716434900.2129016,0.0
1716434900.2281337,0.0
1716434900.2461355,0.0
1716434900.2615428,0.0
1716434900.28142,0.0
1716434900.2938025,0.0
1716434900.3112948,0.0
1716434900.3303285,0.0
1716434900.3444688,0.0
1716434900.3637106,0.0
1716434900.3756714,0.0
1716434900.3903396,0.0
1716434900.406337,0.0
1716434900.4225247,0.0
1716434900.4409213,0.0
1716434900.4567828,0.0
1716434900.4738476,0.0
1716434900.4896903,0.0
1716434900.5105913,0.0
1716434900.522997,0.0
1716434900.5408924,0.0
1716434900.5576243,0.0
1716434900.5729237,0.0
1716434900.5900338,0.0
1716434900.60623,0.0
1716434900.6227396,0.0
1716434900.6390226,0.0
1716434900.6566696,0.0
1716434900.6727989,0.0
1716434900.6896136,0.0
1716434900.7066092,0.0
1716434900.7237995,0.0
1716434900.7391174,0.0
1716434900.7565897,0.0
1716434900.773726,0.0
1716434900.7895694,0.0
1716434900.8064587,0.0
1716434900.8235357,0.0
1716434900.8399765,0.0
1716434900.8565478,0.0
1716434900.8728924,0.0
1716434900.890465,0.0
1716434900.9077206,0.0
1716434900.9235013,0.0
1716434900.9422996,0.0
1716434900.9595385,0.0
1716434900.9740083,0.0
1716434900.990035,0.0
1716434901.0086176,0.0
1716434901.0251176,0.0
1716434901.0415964,0.0
1716434901.0582738,0.0
1716434901.0742872,0.0
1716434901.0913382,0.0
1716434901.1086075,0.0
1716434901.1269724,0.0
1716434901.143595,0.0
1716434901.1620126,0.0
1716434901.1795352,0.0
1716434901.196559,0.0
1716434901.2124496,0.0
1716434901.2271123,0.0
1716434901.2420218,0.0
1716434901.261719,0.0
1716434901.2807703,0.0
1716434901.2968438,0.0
1716434901.313571,0.0
1716434901.3295195,0.0
1716434901.3449223,0.0
1716434901.3626957,0.0
1716434901.3773115,0.0
1716434901.393883,0.0
1716434901.412442,0.0
1716434901.4295628,0.0
1716434901.4472892,0.0
1716434901.4622295,0.0
1716434901.478824,0.0
1716434901.4957254,0.0
1716434901.5122395,0.0
1716434901.528819,0.0
1716434901.5456948,0.0
1716434901.5630448,0.0
1716434901.5786052,0.0
1716434901.5948563,0.0
1716434901.6126506,0.0
1716434901.6319125,0.0
1716434901.6463578,0.0
1716434901.6631088,0.0
1716434901.6803296,0.0
1716434901.6971962,0.0
1716434901.714964,0.0
1716434901.7306929,0.0
1716434901.746312,0.0
1716434901.7631772,0.0
1716434901.7795596,0.0
1716434901.7969544,0.0
1716434901.8145554,0.0
1716434901.831584,0.0
1716434901.8478065,0.0
1716434901.86477,0.0
1716434901.8755753,0.0
1716434901.8897038,0.0
