time,time_diff
1716805073.5268378,0.0
1716805073.5350444,0.0
1716805073.5527108,0.0
1716805073.5705974,0.0
1716805073.5883827,0.0
1716805073.6047442,0.0
1716805073.6224208,0.0
1716805073.6400452,0.0
1716805073.6554606,0.0
1716805073.671434,0.0
1716805073.688892,0.0
1716805073.7091377,0.0
1716805073.7248292,0.0
1716805073.742377,0.0
1716805073.7587786,0.0
1716805073.7737215,0.0
1716805073.7928329,0.0
1716805073.8111236,0.0
1716805073.8276637,0.0
1716805073.8494263,0.0
1716805073.8710508,0.0
1716805073.8757122,0.0
1716805073.8974092,0.0
1716805073.907796,0.0
1716805073.92572,0.0
1716805073.943608,0.0
1716805073.9592328,0.0
1716805073.9767148,0.0
1716805073.9917789,0.0
1716805074.0073853,0.0
1716805074.0242348,0.0
1716805074.042784,0.0
1716805074.0616174,0.0
1716805074.0758457,0.0
1716805074.0925095,0.0
1716805074.1104794,0.0
1716805074.1256676,0.0
1716805074.1480672,0.0
1716805074.1598663,0.0
1716805074.1777375,0.0
1716805074.1912968,0.0
1716805074.213378,0.0
1716805074.227719,0.0
1716805074.2435317,0.0
1716805074.2567964,0.0
1716805074.275781,0.0
1716805074.2947383,0.0
1716805074.3133924,0.0
1716805074.3283453,0.0
1716805074.347817,0.0
1716805074.3664474,0.0
1716805074.3806608,0.0
1716805074.3992913,0.0
1716805074.41598,0.0
1716805074.4339468,0.0
1716805074.449514,0.0
1716805074.4633641,0.0
1716805074.4783037,0.0
1716805074.4947104,0.0
1716805074.5119157,0.0
1716805074.5284328,0.0
1716805074.545365,0.0
1716805074.5608473,0.0
1716805074.577523,0.0
1716805074.5951204,0.0
1716805074.6113553,0.0
1716805074.626033,0.0
1716805074.643537,0.0
1716805074.6576955,0.0
1716805074.676705,0.0
1716805074.692817,0.0
1716805074.7093735,0.0
1716805074.7266312,0.0
1716805074.746706,0.0
1716805074.76588,0.0
1716805074.77784,0.0
1716805074.7943785,0.0
1716805074.809539,0.0
1716805074.824832,0.0
1716805074.8426175,0.0
1716805074.8594592,0.0
1716805074.8795714,0.0
1716805074.8958015,0.0
1716805074.9119487,0.0
1716805074.935299,0.0
1716805074.9444988,0.0
1716805074.9591832,0.0
1716805074.9796126,0.0
1716805074.9931777,0.0
1716805075.011281,0.0
1716805075.0278962,0.0
1716805075.0474675,0.0
1716805075.0610704,0.0
1716805075.0765731,0.0
1716805075.0956118,0.0
1716805075.112437,0.0
1716805075.1306276,0.0
1716805075.1474729,0.0
1716805075.173314,0.0
1716805075.1939666,0.0
1716805075.2114208,0.0
1716805075.2278342,0.0
1716805075.2436407,0.0
1716805075.2579284,0.0
1716805075.2740982,0.0
1716805075.2940385,0.0
1716805075.3052242,0.0
1716805075.3232913,0.0
1716805075.345755,0.0
1716805075.361998,0.0
1716805075.3773663,0.0
1716805075.3947997,0.0
1716805075.4120753,0.0
1716805075.4261901,0.0
1716805075.4455624,0.0
1716805075.46154,0.0
1716805075.4764626,0.0
1716805075.4925845,0.0
1716805075.512407,0.0
1716805075.529904,0.0
1716805075.5498197,0.0
1716805075.57874,0.0
1716805075.6021993,0.0
1716805075.6126902,0.0
1716805075.6279912,0.0
1716805075.6471915,0.0
1716805075.6613717,0.0
1716805075.6789892,0.0
1716805075.69735,0.0
1716805075.713274,0.0
1716805075.7323391,0.0
1716805075.7509363,0.0
1716805075.763342,0.0
1716805075.7799752,0.0
1716805075.7969983,0.0
1716805075.8126602,0.0
1716805075.8289773,0.0
1716805075.848005,0.0
