%time,field.header.seq,field.header.stamp,field.header.frame_id,field.image_seq
1681060904436155796,0,1681060904436155796,camera_1,0
1681060904468986988,1,1681060904468986988,camera_1,1
1681060904501407384,2,1681060904501407384,camera_1,2
1681060904533626556,3,1681060904533626556,camera_1,3
1681060904566014766,4,1681060904566014766,camera_1,4
1681060904598499059,5,1681060904598499059,camera_1,5
1681060904631019353,6,1681060904631019353,camera_1,6
1681060904663445711,7,1681060904663445711,camera_1,7
1681060904695833683,8,1681060904695833683,camera_1,8
1681060904728369951,9,1681060904728369951,camera_1,9
1681060904760586738,10,1681060904760586738,camera_1,10
1681060904793140649,11,1681060904793140649,camera_1,11
1681060904825618982,12,1681060904825618982,camera_1,12
1681060904858136892,13,1681060904858136892,camera_1,13
1681060904890758991,14,1681060904890758991,camera_1,14
1681060904923240423,15,1681060904923240423,camera_1,15
1681060904955858707,16,1681060904955858707,camera_1,16
1681060904988241672,17,1681060904988241672,camera_1,17
1681060905020531177,18,1681060905020531177,camera_1,18
1681060905053273916,19,1681060905053273916,camera_1,19
1681060905085700750,20,1681060905085700750,camera_1,20
1681060905118233680,21,1681060905118233680,camera_1,21
1681060905150621414,22,1681060905150621414,camera_1,22
1681060905183046340,23,1681060905183046340,camera_1,23
1681060905215404987,24,1681060905215404987,camera_1,24
1681060905247795343,25,1681060905247795343,camera_1,25
1681060905280298233,26,1681060905280298233,camera_1,26
1681060905312995910,27,1681060905312995910,camera_1,27
1681060905345531225,28,1681060905345531225,camera_1,28
1681060905378072977,29,1681060905378072977,camera_1,29
1681060905410556316,30,1681060905410556316,camera_1,30
1681060905442773103,31,1681060905442773103,camera_1,31
1681060905475196361,32,1681060905475196361,camera_1,32
1681060905507701873,33,1681060905507701873,camera_1,33
1681060905540022373,34,1681060905540022373,camera_1,34
1681060905572501420,35,1681060905572501420,camera_1,35
1681060905605064868,36,1681060905605064868,camera_1,36
1681060905637603521,37,1681060905637603521,camera_1,37
1681060905670022726,38,1681060905670022726,camera_1,38
1681060905702373027,39,1681060905702373027,camera_1,39
1681060905734823942,40,1681060905734823942,camera_1,40
1681060905767311811,41,1681060905767311811,camera_1,41
1681060905799731731,42,1681060905799731731,camera_1,42
1681060905832267045,43,1681060905832267045,camera_1,43
1681060905864520072,44,1681060905864520072,camera_1,44
1681060905897159337,45,1681060905897159337,camera_1,45
1681060905929760932,46,1681060905929760932,camera_1,46
1681060905962240695,47,1681060905962240695,camera_1,47
1681060905994720458,48,1681060905994720458,camera_1,48
1681060906027123212,49,1681060906027123212,camera_1,49
1681060906059526920,50,1681060906059526920,camera_1,50
1681060906091849803,51,1681060906091849803,camera_1,51
1681060906124284505,52,1681060906124284505,camera_1,52
1681060906156773567,53,1681060906156773567,camera_1,53
1681060906189179658,54,1681060906189179658,camera_1,54
1681060906221655607,55,1681060906221655607,camera_1,55
1681060906254084587,56,1681060906254084587,camera_1,56
1681060906286551713,57,1681060906286551713,camera_1,57
1681060906319431781,58,1681060906319431781,camera_1,58
1681060906351784229,59,1681060906351784229,camera_1,59
1681060906384423971,60,1681060906384423971,camera_1,60
1681060906417038679,61,1681060906417038679,camera_1,61
1681060906449408292,62,1681060906449408292,camera_1,62
1681060906481935024,63,1681060906481935024,camera_1,63
1681060906514001846,64,1681060906514001846,camera_1,64
1681060906546399593,65,1681060906546399593,camera_1,65
1681060906579157352,66,1681060906579157352,camera_1,66
