%time,field.header.seq,field.header.stamp,field.header.frame_id,field.image_seq
1681065363798914909,6,1681065363798914909,camera_1,9
1681065363808598995,7,1681065363808598995,camera_1,10
1681065363819426536,8,1681065363819426536,camera_1,11
1681065363829351186,9,1681065363829351186,camera_1,12
1681065363839589357,10,1681065363839589357,camera_1,13
1681065363849457263,11,1681065363849457263,camera_1,14
1681065363859031200,12,1681065363859031200,camera_1,15
1681065363869686365,13,1681065363869686365,camera_1,16
1681065363879557609,14,1681065363879557609,camera_1,17
1681065363889048814,15,1681065363889048814,camera_1,18
1681065363899366140,16,1681065363899366140,camera_1,19
1681065363908430576,17,1681065363908430576,camera_1,20
1681065363918321132,18,1681065363918321132,camera_1,21
1681065363928312540,19,1681065363928312540,camera_1,22
1681065363938973426,20,1681065363938973426,camera_1,23
1681065363949463605,21,1681065363949463605,camera_1,24
1681065363959632635,22,1681065363959632635,camera_1,25
1681065363968827724,23,1681065363968827724,camera_1,26
1681065363978817224,24,1681065363978817224,camera_1,27
1681065363988755464,25,1681065363988755464,camera_1,28
1681065363998977899,26,1681065363998977899,camera_1,29
1681065364009181976,27,1681065364009181976,camera_1,30
1681065364019186973,28,1681065364019186973,camera_1,31
1681065364029276371,29,1681065364029276371,camera_1,32
1681065364039276599,30,1681065364039276599,camera_1,33
1681065364049606084,31,1681065364049606084,camera_1,34
1681065364058974981,32,1681065364058974981,camera_1,35
1681065364069307565,33,1681065364069307565,camera_1,36
1681065364078699827,34,1681065364078699827,camera_1,37
1681065364089064598,35,1681065364089064598,camera_1,38
1681065364099112510,36,1681065364099112510,camera_1,39
1681065364108379840,37,1681065364108379840,camera_1,40
1681065364118536710,38,1681065364118536710,camera_1,41
1681065364128555297,39,1681065364128555297,camera_1,42
1681065364139200448,40,1681065364139200448,camera_1,43
1681065364149283170,41,1681065364149283170,camera_1,44
1681065364159118413,42,1681065364159118413,camera_1,45
1681065364169213771,43,1681065364169213771,camera_1,46
1681065364178860902,44,1681065364178860902,camera_1,47
1681065364189182758,45,1681065364189182758,camera_1,48
1681065364198239326,46,1681065364198239326,camera_1,49
1681065364208881139,47,1681065364208881139,camera_1,50
1681065364219575643,48,1681065364219575643,camera_1,51
1681065364229063510,49,1681065364229063510,camera_1,52
