time, id, x, y, z, qx, qy, qz, qw, image_error, object_error, fiducial_area
1717086188.860861306, 0, 0.0943783, 0.040414, 0.945089, 0.994658, -0.00926082, 0.0733284, 0.0720642, 0.000265928, 0.000334437, 0
1717086188.877451262, 0, 0.0943783, 0.040414, 0.945089, 0.994658, -0.00926082, 0.0733284, 0.0720642, 0.000265928, 0.000334437, 0
1717086188.894160170, 0, 0.110281, 0.0370346, 0.942623, 0.994535, -0.0219796, 0.0725321, 0.0718073, 0.000611239, 0.000767913, 0
1717086188.911172575, 0, 0.110281, 0.0370346, 0.942623, 0.994535, -0.0219796, 0.0725321, 0.0718073, 0.000611239, 0.000767913, 0
1717086188.927376769, 0, 0.106286, 0.0396865, 0.943164, 0.9945, -0.0187821, 0.0728742, 0.0728451, 0.00094287, 0.00118422, 0
1717086188.944489507, 0, 0.106286, 0.0396865, 0.943164, 0.9945, -0.0187821, 0.0728742, 0.0728451, 0.00094287, 0.00118422, 0
1717086188.960913659, 0, 0.116277, 0.0400602, 0.941329, 0.994315, -0.026731, 0.0717768, 0.0739726, 0.00126336, 0.00158617, 0
1717086188.977513027, 0, 0.116277, 0.0400602, 0.941329, 0.994315, -0.026731, 0.0717768, 0.0739726, 0.00126336, 0.00158617, 0
1717086188.994691284, 0, 0.07458, 0.0294687, 0.948123, 0.994953, 0.00629187, 0.0763956, 0.0647448, 2.14467e-05, 2.69853e-05, 0
1717086189.011475162, 0, 0.07458, 0.0294687, 0.948123, 0.994953, 0.00629187, 0.0763956, 0.0647448, 2.14467e-05, 2.69853e-05, 0
1717086189.027583212, 0, 0.0837811, 0.0228744, 0.947165, 0.995202, -0.00100113, 0.075653, 0.0620373, 3.74508e-07, 4.71421e-07, 0
1717086189.044316891, 0, 0.0837811, 0.0228744, 0.947165, 0.995202, -0.00100113, 0.075653, 0.0620373, 3.74508e-07, 4.71421e-07, 0
1717086189.061207377, 0, 0.103284, 0.0308001, 0.944136, 0.994845, -0.0164447, 0.0735412, 0.0678613, 0.000231417, 0.000291018, 0
1717086189.078059961, 0, 0.103284, 0.0308001, 0.944136, 0.994845, -0.0164447, 0.0735412, 0.0678613, 0.000231417, 0.000291018, 0
1717086189.094570142, 0, 0.088937, 0.0247628, 0.946671, 0.995135, -0.00507418, 0.0751747, 0.0634722, 5.66814e-05, 7.13599e-05, 0
1717086189.110884492, 0, 0.088937, 0.0247628, 0.946671, 0.995135, -0.00507418, 0.0751747, 0.0634722, 5.66814e-05, 7.13599e-05, 0
1717086189.127556575, 0, 0.0896087, 0.025976, 0.946445, 0.995105, -0.00560448, 0.0749472, 0.0641673, 3.09069e-05, 3.89042e-05, 0
1717086189.144592322, 0, 0.0896087, 0.025976, 0.946445, 0.995105, -0.00560448, 0.0749472, 0.0641673, 3.09069e-05, 3.89042e-05, 0
1717086189.161079355, 0, 0.0879075, 0.0202003, 0.946265, 0.995279, -0.0042972, 0.0753824, 0.0609855, 2.28215e-06, 2.87075e-06, 0
1717086189.177851359, 0, 0.0879075, 0.0202003, 0.946265, 0.995279, -0.0042972, 0.0753824, 0.0609855, 2.28215e-06, 2.87075e-06, 0
1717086189.194418372, 0, 0.0995131, 0.0232179, 0.944799, 0.99518, -0.0134625, 0.0735407, 0.0634634, 4.47693e-06, 5.63712e-06, 0
1717086189.210864335, 0, 0.0995131, 0.0232179, 0.944799, 0.99518, -0.0134625, 0.0735407, 0.0634634, 4.47693e-06, 5.63712e-06, 0
1717086189.227815160, 0, 0.0836147, 0.0223038, 0.946678, 0.995298, -0.000833749, 0.0747516, 0.0615961, 0.000470041, 0.000591795, 0
1717086189.244418086, 0, 0.0836147, 0.0223038, 0.946678, 0.995298, -0.000833749, 0.0747516, 0.0615961, 0.000470041, 0.000591795, 0
1717086189.261199872, 0, 0.0977118, 0.0294845, 0.944793, 0.994975, -0.0120293, 0.0737811, 0.0666017, 4.16682e-05, 5.24113e-05, 0
1717086189.278351607, 0, 0.0977118, 0.0294845, 0.944793, 0.994975, -0.0120293, 0.0737811, 0.0666017, 4.16682e-05, 5.24113e-05, 0
1717086189.295004163, 0, 0.099675, 0.0236737, 0.945217, 0.995036, -0.0136715, 0.0750403, 0.0639183, 0.000261524, 0.000328992, 0
1717086189.311244825, 0, 0.099675, 0.0236737, 0.945217, 0.995036, -0.0136715, 0.0750403, 0.0639183, 0.000261524, 0.000328992, 0
1717086189.328161078, 0, 0.0938887, 0.0242253, 0.945572, 0.995108, -0.00907124, 0.0750204, 0.0636414, 3.23968e-05, 4.07415e-05, 0
1717086189.345482174, 0, 0.0938887, 0.0242253, 0.945572, 0.995108, -0.00907124, 0.0750204, 0.0636414, 3.23968e-05, 4.07415e-05, 0
1717086189.361416447, 0, 0.0789403, 0.0111571, 0.947921, 0.995535, 0.00283809, 0.0763093, 0.0554913, 0.000649576, 0.000818607, 0
1717086189.378019431, 0, 0.0789403, 0.0111571, 0.947921, 0.995535, 0.00283809, 0.0763093, 0.0554913, 0.000649576, 0.000818607, 0
1717086189.394698096, 0, 0.10289, 0.0252733, 0.944545, 0.995081, -0.016108, 0.073171, 0.0648164, 5.22628e-05, 6.58299e-05, 0
1717086189.411739706, 0, 0.10289, 0.0252733, 0.944545, 0.995081, -0.016108, 0.073171, 0.0648164, 5.22628e-05, 6.58299e-05, 0
1717086189.427828286, 0, 0.10275, 0.0222423, 0.944221, 0.995138, -0.0160957, 0.0737074, 0.0633069, 2.0372e-05, 2.56345e-05, 0
1717086189.445021933, 0, 0.10275, 0.0222423, 0.944221, 0.995138, -0.0160957, 0.0737074, 0.0633069, 2.0372e-05, 2.56345e-05, 0
1717086189.461392775, 0, 0.0908487, 0.0256941, 0.945742, 0.995099, -0.00664096, 0.0749883, 0.0641109, 6.3042e-05, 7.9265e-05, 0
1717086189.478155558, 0, 0.0908487, 0.0256941, 0.945742, 0.995099, -0.00664096, 0.0749883, 0.0641109, 6.3042e-05, 7.9265e-05, 0
1717086189.495120556, 0, 0.0975131, 0.0300821, 0.945329, 0.994875, -0.0119016, 0.0747454, 0.0670526, 0.000396055, 0.000498065, 0
1717086189.511766946, 0, 0.0975131, 0.0300821, 0.945329, 0.994875, -0.0119016, 0.0747454, 0.0670526, 0.000396055, 0.000498065, 0
1717086189.528110905, 0, 0.0911571, 0.0377274, 0.94607, 0.99472, -0.00675591, 0.0743619, 0.0704076, 0.000713258, 0.000897337, 0
1717086189.544923351, 0, 0.0911571, 0.0377274, 0.94607, 0.99472, -0.00675591, 0.0743619, 0.0704076, 0.000713258, 0.000897337, 0
1717086189.561424419, 0, 0.0874207, 0.0251174, 0.946334, 0.995141, -0.00388555, 0.0751386, 0.0635104, 8.35807e-05, 0.000105124, 0
1717086189.578700813, 0, 0.0874207, 0.0251174, 0.946334, 0.995141, -0.00388555, 0.0751386, 0.0635104, 8.35807e-05, 0.000105124, 0
1717086189.595235028, 0, 0.0923816, 0.0179022, 0.945898, 0.995339, -0.00786664, 0.0749593, 0.060166, 1.32114e-05, 1.66304e-05, 0
1717086189.611511043, 0, 0.0923816, 0.0179022, 0.945898, 0.995339, -0.00786664, 0.0749593, 0.060166, 1.32114e-05, 1.66304e-05, 0
1717086189.628458005, 0, 0.0864679, 0.0239784, 0.946897, 0.995184, -0.00309139, 0.0752001, 0.0628038, 8.88424e-07, 1.11868e-06, 0
1717086189.645615887, 0, 0.0864679, 0.0239784, 0.946897, 0.995184, -0.00309139, 0.0752001, 0.0628038, 8.88424e-07, 1.11868e-06, 0
1717086189.662748969, 0, 0.0867906, 0.0363823, 0.946703, 0.994768, -0.00330182, 0.0749503, 0.0693472, 0.000543108, 0.000683296, 0
1717086189.679933562, 0, 0.0867906, 0.0363823, 0.946703, 0.994768, -0.00330182, 0.0749503, 0.0693472, 0.000543108, 0.000683296, 0
1717086189.695207110, 0, 0.0983825, 0.0435183, 0.944223, 0.994477, -0.0124729, 0.0733061, 0.0740748, 0.000375451, 0.000471629, 0
1717086189.711482372, 0, 0.0983825, 0.0435183, 0.944223, 0.994477, -0.0124729, 0.0733061, 0.0740748, 0.000375451, 0.000471629, 0
1717086189.728398358, 0, 0.0935589, 0.0406237, 0.945085, 0.994628, -0.00866588, 0.0737301, 0.0721383, 0.000320184, 0.000402422, 0
1717086189.745294960, 0, 0.0935589, 0.0406237, 0.945085, 0.994628, -0.00866588, 0.0737301, 0.0721383, 0.000320184, 0.000402422, 0
1717086189.761524657, 0, 0.0948112, 0.0320585, 0.945656, 0.994907, -0.00966465, 0.0740099, 0.0677477, 0.000396198, 0.000498652, 0
1717086189.778975094, 0, 0.0948112, 0.0320585, 0.945656, 0.994907, -0.00966465, 0.0740099, 0.0677477, 0.000396198, 0.000498652, 0
1717086189.795515188, 0, 0.0891917, 0.0244433, 0.946629, 0.995139, -0.00527342, 0.0752254, 0.0633399, 0.000346659, 0.00043637, 0
1717086189.811628188, 0, 0.0891917, 0.0244433, 0.946629, 0.995139, -0.00527342, 0.0752254, 0.0633399, 0.000346659, 0.00043637, 0
1717086189.828393976, 0, 0.0835666, 0.0310677, 0.947098, 0.994947, -0.000795448, 0.0754081, 0.0662884, 0.000459525, 0.000578165, 0
1717086189.846082938, 0, 0.0835666, 0.0310677, 0.947098, 0.994947, -0.000795448, 0.0754081, 0.0662884, 0.000459525, 0.000578165, 0
1717086189.862076505, 0, 0.0874693, 0.0365632, 0.946058, 0.994775, -0.00386723, 0.0746771, 0.0695089, 0.000812497, 0.00102122, 0
1717086189.878430933, 0, 0.0874693, 0.0365632, 0.946058, 0.994775, -0.00386723, 0.0746771, 0.0695089, 0.000812497, 0.00102122, 0
1717086189.895357302, 0, 0.106899, 0.0362118, 0.943334, 0.994624, -0.0192574, 0.0728219, 0.0710578, 0.00144064, 0.0018106, 0
1717086189.911897324, 0, 0.106899, 0.0362118, 0.943334, 0.994624, -0.0192574, 0.0728219, 0.0710578, 0.00144064, 0.0018106, 0
1717086189.928763700, 0, 0.0994619, 0.0334664, 0.944482, 0.994783, -0.0134298, 0.0739311, 0.068997, 0.000582271, 0.000731701, 0
1717086189.945557791, 0, 0.0994619, 0.0334664, 0.944482, 0.994783, -0.0134298, 0.0739311, 0.068997, 0.000582271, 0.000731701, 0
1717086189.962328491, 0, 0.0791587, 0.0321214, 0.947605, 0.994899, 0.00268334, 0.0758128, 0.0664955, 0.000161824, 0.000203602, 0
1717086189.978706397, 0, 0.0791587, 0.0321214, 0.947605, 0.994899, 0.00268334, 0.0758128, 0.0664955, 0.000161824, 0.000203602, 0
1717086189.996341206, 0, 0.0905282, 0.0383447, 0.945861, 0.994725, -0.00625463, 0.0741148, 0.0706384, 0.000252168, 0.000317185, 0
1717086190.012108719, 0, 0.0905282, 0.0383447, 0.945861, 0.994725, -0.00625463, 0.0741148, 0.0706384, 0.000252168, 0.000317185, 0
1717086190.028627222, 0, 0.0846676, 0.0285165, 0.947366, 0.995009, -0.00166104, 0.0756286, 0.0650696, 0.000222414, 0.000280014, 0
1717086190.045360514, 0, 0.0846676, 0.0285165, 0.947366, 0.995009, -0.00166104, 0.0756286, 0.0650696, 0.000222414, 0.000280014, 0
1717086190.062052583, 0, 0.0971981, 0.0458355, 0.944466, 0.994423, -0.0114842, 0.0731033, 0.0751473, 0.000829019, 0.00104182, 0
1717086190.078615694, 0, 0.0971981, 0.0458355, 0.944466, 0.994423, -0.0114842, 0.0731033, 0.0751473, 0.000829019, 0.00104182, 0
1717086190.095476605, 0, 0.107843, 0.0327241, 0.94267, 0.994704, -0.0201404, 0.0730985, 0.0693877, 0.000652749, 0.000819367, 0
1717086190.112178189, 0, 0.107843, 0.0327241, 0.94267, 0.994704, -0.0201404, 0.0730985, 0.0693877, 0.000652749, 0.000819367, 0
1717086190.128950887, 0, 0.0963286, 0.0354194, 0.945192, 0.994785, -0.0108524, 0.0737171, 0.0696516, 0.000287338, 0.000361477, 0
1717086190.145431796, 0, 0.0963286, 0.0354194, 0.945192, 0.994785, -0.0108524, 0.0737171, 0.0696516, 0.000287338, 0.000361477, 0
1717086190.162519950, 0, 0.0799717, 0.0216669, 0.947937, 0.995241, 0.00206957, 0.0758872, 0.0610839, 1.27821e-05, 1.61026e-05, 0
1717086190.179250349, 0, 0.0799717, 0.0216669, 0.947937, 0.995241, 0.00206957, 0.0758872, 0.0610839, 1.27821e-05, 1.61026e-05, 0
1717086190.195474353, 0, 0.0852584, 0.0212782, 0.947312, 0.995235, -0.00216139, 0.0757573, 0.0613449, 4.47268e-07, 5.63305e-07, 0
1717086190.212248828, 0, 0.0852584, 0.0212782, 0.947312, 0.995235, -0.00216139, 0.0757573, 0.0613449, 4.47268e-07, 5.63305e-07, 0
1717086190.229003749, 0, 0.0918414, 0.0306132, 0.945757, 0.994926, -0.00738689, 0.0748709, 0.0667986, 0.000398588, 0.000501076, 0
1717086190.245488478, 0, 0.0918414, 0.0306132, 0.945757, 0.994926, -0.00738689, 0.0748709, 0.0667986, 0.000398588, 0.000501076, 0
1717086190.262423086, 0, 0.0907917, 0.0385151, 0.945703, 0.994683, -0.00649687, 0.0744698, 0.0708388, 0.00136063, 0.00170997, 0
1717086190.279122990, 0, 0.0907917, 0.0385151, 0.945703, 0.994683, -0.00649687, 0.0744698, 0.0708388, 0.00136063, 0.00170997, 0
1717086190.295812085, 0, 0.100399, 0.0392953, 0.94429, 0.994557, -0.0141376, 0.0738498, 0.0721298, 0.00156576, 0.0019667, 0
1717086190.312282083, 0, 0.100399, 0.0392953, 0.94429, 0.994557, -0.0141376, 0.0738498, 0.0721298, 0.00156576, 0.0019667, 0
1717086190.329139035, 0, 0.0793851, 0.0338395, 0.947447, 0.994834, 0.00249168, 0.075857, 0.0674183, 4.79373e-05, 6.0293e-05, 0
1717086190.346471027, 0, 0.0793851, 0.0338395, 0.947447, 0.994834, 0.00249168, 0.075857, 0.0674183, 4.79373e-05, 6.0293e-05, 0
1717086190.362305217, 0, 0.0816014, 0.0233876, 0.947683, 0.995152, 0.000732699, 0.0762263, 0.0621478, 2.0021e-05, 2.52034e-05, 0
1717086190.379157957, 0, 0.0816014, 0.0233876, 0.947683, 0.995152, 0.000732699, 0.0762263, 0.0621478, 2.0021e-05, 2.52034e-05, 0
1717086190.395716833, 0, 0.0939916, 0.0271172, 0.945674, 0.994979, -0.0091578, 0.0753748, 0.0652083, 0.000243235, 0.000305758, 0
1717086190.412684994, 0, 0.0939916, 0.0271172, 0.945674, 0.994979, -0.0091578, 0.0753748, 0.0652083, 0.000243235, 0.000305758, 0
1717086190.429181495, 0, 0.0806918, 0.0324879, 0.947274, 0.99487, 0.0014475, 0.0759154, 0.0668421, 8.40534e-05, 0.000105694, 0
1717086190.445677957, 0, 0.0806918, 0.0324879, 0.947274, 0.99487, 0.0014475, 0.0759154, 0.0668421, 8.40534e-05, 0.000105694, 0
1717086190.462432578, 0, 0.0968286, 0.0422524, 0.944719, 0.994536, -0.0112319, 0.0734944, 0.0732784, 0.000484449, 0.000608891, 0
1717086190.479421382, 0, 0.0968286, 0.0422524, 0.944719, 0.994536, -0.0112319, 0.0734944, 0.0732784, 0.000484449, 0.000608891, 0
1717086190.496135644, 0, 0.0917575, 0.0388705, 0.945429, 0.994671, -0.00726672, 0.0743103, 0.0710966, 0.000394366, 0.000495569, 0
1717086190.512404839, 0, 0.0917575, 0.0388705, 0.945429, 0.994671, -0.00726672, 0.0743103, 0.0710966, 0.000394366, 0.000495569, 0
1717086190.529482890, 0, 0.0884528, 0.0278482, 0.946536, 0.995014, -0.00471492, 0.0754425, 0.0650687, 0.000236158, 0.000297057, 0
1717086190.546185899, 0, 0.0884528, 0.0278482, 0.946536, 0.995014, -0.00471492, 0.0754425, 0.0650687, 0.000236158, 0.000297057, 0
1717086190.562824767, 0, 0.0937648, 0.0249426, 0.945755, 0.995123, -0.00890482, 0.0745843, 0.0639403, 1.93128e-05, 2.43079e-05, 0
1717086190.579431592, 0, 0.0937648, 0.0249426, 0.945755, 0.995123, -0.00890482, 0.0745843, 0.0639403, 1.93128e-05, 2.43079e-05, 0
1717086190.595819270, 0, 0.0851707, 0.0270989, 0.947075, 0.995057, -0.00208128, 0.0755796, 0.0643762, 0.000239516, 0.000301423, 0
1717086190.612636849, 0, 0.0851707, 0.0270989, 0.947075, 0.995057, -0.00208128, 0.0755796, 0.0643762, 0.000239516, 0.000301423, 0
1717086190.629359705, 0, 0.0931612, 0.0336031, 0.945647, 0.994828, -0.0084036, 0.0745402, 0.06848, 0.000232662, 0.000292549, 0
1717086190.646525020, 0, 0.0931612, 0.0336031, 0.945647, 0.994828, -0.0084036, 0.0745402, 0.06848, 0.000232662, 0.000292549, 0
1717086190.662780939, 0, 0.0991687, 0.0368526, 0.944543, 0.99468, -0.0131453, 0.0737355, 0.070719, 0.000623088, 0.000783066, 0
1717086190.679545363, 0, 0.0991687, 0.0368526, 0.944543, 0.99468, -0.0131453, 0.0737355, 0.070719, 0.000623088, 0.000783066, 0
1717086190.696173518, 0, 0.0793904, 0.0341826, 0.947511, 0.994835, 0.0025122, 0.0756912, 0.0675928, 0.000183041, 0.000230274, 0
1717086190.713077369, 0, 0.0793904, 0.0341826, 0.947511, 0.994835, 0.0025122, 0.0756912, 0.0675928, 0.000183041, 0.000230274, 0
1717086190.729455767, 0, 0.0995501, 0.0293661, 0.944717, 0.994914, -0.0135164, 0.074165, 0.0668032, 0.00011044, 0.000138871, 0
1717086190.746097810, 0, 0.0995501, 0.0293661, 0.944717, 0.994914, -0.0135164, 0.074165, 0.0668032, 0.00011044, 0.000138871, 0
1717086190.762813775, 0, 0.0987361, 0.029227, 0.944758, 0.994927, -0.0128761, 0.0742466, 0.0666467, 0.00012807, 0.000161017, 0
1717086190.779539223, 0, 0.0987361, 0.029227, 0.944758, 0.994927, -0.0128761, 0.0742466, 0.0666467, 0.00012807, 0.000161017, 0
1717086190.796334248, 0, 0.0854111, 0.0368795, 0.946669, 0.99474, -0.00225373, 0.0752145, 0.0694941, 0.000490947, 0.000617312, 0
1717086190.813112059, 0, 0.0854111, 0.0368795, 0.946669, 0.99474, -0.00225373, 0.0752145, 0.0694941, 0.000490947, 0.000617312, 0
1717086190.829463266, 0, 0.101557, 0.0379025, 0.943724, 0.994614, -0.0150746, 0.0735162, 0.0714892, 0.000856481, 0.00107525, 0
1717086190.847114924, 0, 0.101557, 0.0379025, 0.943724, 0.994614, -0.0150746, 0.0735162, 0.0714892, 0.000856481, 0.00107525, 0
1717086190.863174281, 0, 0.098717, 0.0378084, 0.944786, 0.994678, -0.0127347, 0.0734448, 0.0711267, 0.000613855, 0.000772054, 0
1717086190.879582876, 0, 0.098717, 0.0378084, 0.944786, 0.994678, -0.0127347, 0.0734448, 0.0711267, 0.000613855, 0.000772054, 0
1717086190.896610882, 0, 0.0928734, 0.0313049, 0.945781, 0.994916, -0.00816875, 0.074535, 0.0672282, 0.000382242, 0.000480791, 0
1717086190.912905665, 0, 0.0928734, 0.0313049, 0.945781, 0.994916, -0.00816875, 0.074535, 0.0672282, 0.000382242, 0.000480791, 0
1717086190.929697095, 0, 0.0969479, 0.023291, 0.945323, 0.995088, -0.0115196, 0.0750999, 0.0634613, 0.000108741, 0.000136752, 0
1717086190.946722844, 0, 0.0969479, 0.023291, 0.945323, 0.995088, -0.0115196, 0.0750999, 0.0634613, 0.000108741, 0.000136752, 0
1717086190.963083379, 0, 0.091278, 0.0246235, 0.945974, 0.995111, -0.00697633, 0.0752178, 0.0636139, 2.92571e-05, 3.6795e-05, 0
1717086190.979576184, 0, 0.091278, 0.0246235, 0.945974, 0.995111, -0.00697633, 0.0752178, 0.0636139, 2.92571e-05, 3.6795e-05, 0
1717086190.996540228, 0, 0.0959293, 0.0340289, 0.94524, 0.994783, -0.0106123, 0.0744236, 0.0689532, 0.00037424, 0.000470458, 0
1717086191.012768985, 0, 0.0959293, 0.0340289, 0.94524, 0.994783, -0.0106123, 0.0744236, 0.0689532, 0.00037424, 0.000470458, 0
1717086191.030094768, 0, 0.102882, 0.0350683, 0.943778, 0.994707, -0.0161259, 0.0733546, 0.0701178, 0.000438248, 0.000550606, 0
1717086191.046442693, 0, 0.102882, 0.0350683, 0.943778, 0.994707, -0.0161259, 0.0733546, 0.0701178, 0.000438248, 0.000550606, 0
1717086191.062992030, 0, 0.096807, 0.038109, 0.944855, 0.994663, -0.0112598, 0.0738633, 0.0711481, 0.00108334, 0.0013615, 0
1717086191.079787168, 0, 0.096807, 0.038109, 0.944855, 0.994663, -0.0112598, 0.0738633, 0.0711481, 0.00108334, 0.0013615, 0
1717086191.096526650, 0, 0.0931603, 0.029947, 0.945817, 0.994931, -0.00843462, 0.0748891, 0.0665814, 0.000347913, 0.00043753, 0
1717086191.113042085, 0, 0.0931603, 0.029947, 0.945817, 0.994931, -0.00843462, 0.0748891, 0.0665814, 0.000347913, 0.00043753, 0
1717086191.129754649, 0, 0.0883972, 0.0235655, 0.946332, 0.995144, -0.00470531, 0.0756189, 0.0628332, 0.000292475, 0.000367769, 0
1717086191.146924422, 0, 0.0883972, 0.0235655, 0.946332, 0.995144, -0.00470531, 0.0756189, 0.0628332, 0.000292475, 0.000367769, 0
1717086191.163162294, 0, 0.0974342, 0.0290623, 0.945118, 0.994943, -0.0118259, 0.0743727, 0.0664644, 0.000138629, 0.000174345, 0
1717086191.180006626, 0, 0.0974342, 0.0290623, 0.945118, 0.994943, -0.0118259, 0.0743727, 0.0664644, 0.000138629, 0.000174345, 0
1717086191.196538381, 0, 0.096652, 0.0413156, 0.944757, 0.994583, -0.011091, 0.0734132, 0.0727462, 0.000253373, 0.000318519, 0
1717086191.213045938, 0, 0.096652, 0.0413156, 0.944757, 0.994583, -0.011091, 0.0734132, 0.0727462, 0.000253373, 0.000318519, 0
1717086191.230327853, 0, 0.0892081, 0.040433, 0.946237, 0.99466, -0.00517367, 0.0741065, 0.0716439, 0.000486164, 0.000611798, 0
1717086191.246422090, 0, 0.0892081, 0.040433, 0.946237, 0.99466, -0.00517367, 0.0741065, 0.0716439, 0.000486164, 0.000611798, 0
1717086191.263316364, 0, 0.102712, 0.0395347, 0.943954, 0.994551, -0.0159321, 0.0732785, 0.072417, 0.000765276, 0.000961633, 0
1717086191.280199580, 0, 0.102712, 0.0395347, 0.943954, 0.994551, -0.0159321, 0.0732785, 0.072417, 0.000765276, 0.000961633, 0
1717086191.296500762, 0, 0.0875808, 0.0350133, 0.946248, 0.994799, -0.00399049, 0.0750807, 0.0687142, 0.000134625, 0.000169235, 0
1717086191.313017401, 0, 0.0875808, 0.0350133, 0.946248, 0.994799, -0.00399049, 0.0750807, 0.0687142, 0.000134625, 0.000169235, 0
1717086191.330519165, 0, 0.093841, 0.0275173, 0.945655, 0.995021, -0.00897739, 0.0747282, 0.0653327, 1.14989e-05, 1.44642e-05, 0
1717086191.347309113, 0, 0.093841, 0.0275173, 0.945655, 0.995021, -0.00897739, 0.0747282, 0.0653327, 1.14989e-05, 1.44642e-05, 0
1717086191.363599888, 0, 0.0926821, 0.0304951, 0.945719, 0.994928, -0.00804848, 0.0747727, 0.0668043, 0.000546692, 0.000687366, 0
1717086191.380215311, 0, 0.0926821, 0.0304951, 0.945719, 0.994928, -0.00804848, 0.0747727, 0.0668043, 0.000546692, 0.000687366, 0
1717086191.397201285, 0, 0.087555, 0.0394677, 0.946067, 0.994659, -0.00394858, 0.0747634, 0.0710473, 0.000425379, 0.000534608, 0
1717086191.413713639, 0, 0.087555, 0.0394677, 0.946067, 0.994659, -0.00394858, 0.0747634, 0.0710473, 0.000425379, 0.000534608, 0
1717086191.430203371, 0, 0.104211, 0.0411693, 0.943688, 0.994496, -0.0170832, 0.0728151, 0.0733797, 0.000717656, 0.000902013, 0
1717086191.446736904, 0, 0.104211, 0.0411693, 0.943688, 0.994496, -0.0170832, 0.0728151, 0.0733797, 0.000717656, 0.000902013, 0
1717086191.463702940, 0, 0.0901817, 0.0320449, 0.946524, 0.994904, -0.00600293, 0.0747516, 0.0673924, 0.000902958, 0.00113658, 0
1717086191.480068441, 0, 0.0901817, 0.0320449, 0.946524, 0.994904, -0.00600293, 0.0747516, 0.0673924, 0.000902958, 0.00113658, 0
1717086191.497218920, 0, 0.0861881, 0.029915, 0.94656, 0.994972, -0.00289566, 0.0753318, 0.065935, 0.000183116, 0.000230264, 0
1717086191.513347360, 0, 0.0861881, 0.029915, 0.94656, 0.994972, -0.00289566, 0.0753318, 0.065935, 0.000183116, 0.000230264, 0
1717086191.529894595, 0, 0.0932871, 0.0340321, 0.945693, 0.994822, -0.0084816, 0.0744432, 0.0686664, 0.000314533, 0.000395595, 0
1717086191.547138454, 0, 0.0932871, 0.0340321, 0.945693, 0.994822, -0.0084816, 0.0744432, 0.0686664, 0.000314533, 0.000395595, 0
1717086191.563460483, 0, 0.0924721, 0.0295641, 0.94598, 0.994983, -0.00783997, 0.074533, 0.0662712, 0.000200903, 0.000252813, 0
1717086191.580320022, 0, 0.0924721, 0.0295641, 0.94598, 0.994983, -0.00783997, 0.074533, 0.0662712, 0.000200903, 0.000252813, 0
1717086191.596982332, 0, 0.0929131, 0.0380762, 0.94508, 0.994704, -0.0081915, 0.0740733, 0.0707763, 0.000213686, 0.000268463, 0
1717086191.613479691, 0, 0.0929131, 0.0380762, 0.94508, 0.994704, -0.0081915, 0.0740733, 0.0707763, 0.000213686, 0.000268463, 0
1717086191.630007672, 0, 0.101943, 0.0378867, 0.943989, 0.99459, -0.0153804, 0.0737272, 0.071543, 0.00111248, 0.00139719, 0
1717086191.647295709, 0, 0.101943, 0.0378867, 0.943989, 0.99459, -0.0153804, 0.0737272, 0.071543, 0.00111248, 0.00139719, 0
1717086191.663689112, 0, 0.0920398, 0.0375349, 0.945534, 0.994729, -0.00747786, 0.0741806, 0.0703911, 0.000151163, 0.000190046, 0
1717086191.680075821, 0, 0.0920398, 0.0375349, 0.945534, 0.994729, -0.00747786, 0.0741806, 0.0703911, 0.000151163, 0.000190046, 0
1717086191.696972266, 0, 0.086369, 0.034614, 0.946349, 0.994867, -0.0029682, 0.0745723, 0.0683416, 0.000367291, 0.000461956, 0
1717086191.713668306, 0, 0.086369, 0.034614, 0.946349, 0.994867, -0.0029682, 0.0745723, 0.0683416, 0.000367291, 0.000461956, 0
1717086191.730578666, 0, 0.0966753, 0.030187, 0.945418, 0.994882, -0.0112382, 0.0747551, 0.0670435, 0.000888606, 0.00111737, 0
1717086191.747139843, 0, 0.0966753, 0.030187, 0.945418, 0.994882, -0.0112382, 0.0747551, 0.0670435, 0.000888606, 0.00111737, 0
1717086191.764043471, 0, 0.0929721, 0.0324598, 0.945561, 0.994894, -0.00823222, 0.0742652, 0.0678398, 0.000551495, 0.000693508, 0
1717086191.780189541, 0, 0.0929721, 0.0324598, 0.945561, 0.994894, -0.00823222, 0.0742652, 0.0678398, 0.000551495, 0.000693508, 0
1717086191.796823831, 0, 0.0936769, 0.0379159, 0.945514, 0.994696, -0.0087681, 0.074132, 0.0707616, 0.000511426, 0.000643128, 0
1717086191.813743310, 0, 0.0936769, 0.0379159, 0.945514, 0.994696, -0.0087681, 0.074132, 0.0707616, 0.000511426, 0.000643128, 0
1717086191.830842468, 0, 0.0970349, 0.0297687, 0.945419, 0.99493, -0.0114801, 0.0742969, 0.0667959, 0.00024433, 0.000307438, 0
1717086191.847906611, 0, 0.0970349, 0.0297687, 0.945419, 0.99493, -0.0114801, 0.0742969, 0.0667959, 0.00024433, 0.000307438, 0
1717086191.864012258, 0, 0.0676941, 0.0144641, 0.94838, 0.995425, 0.0118049, 0.0763295, 0.0562438, 0.0030886, 0.00389054, 0
1717086191.881628025, 0, 0.0676941, 0.0144641, 0.94838, 0.995425, 0.0118049, 0.0763295, 0.0562438, 0.0030886, 0.00389054, 0
