Time (s),Cam1 Fiducial ID,Cam1 Position X,Cam1 Position Y,Cam1 Position Z,Cam1 Rotation X,Cam1 Rotation Y,Cam1 Rotation Z,Cam1 Rotation W,Cam2 Fiducial ID,Cam2 Position X,Cam2 Position Y,Cam2 Position Z,Cam2 Rotation X,Cam2 Rotation Y,Cam2 Rotation Z,Cam2 Rotation W,Cam3 Fiducial ID,Cam3 Position X,Cam3 Position Y,Cam3 Position Z,Cam3 Rotation X,Cam3 Rotation Y,Cam3 Rotation Z,Cam3 Rotation W
1721086921.237329,9,0.05474751121931108,-0.04243440465760673,0.9224324657092389,-0.0034863715769775138,-0.27359829458551344,0.033182733151232865,0.9612651687405197,9,-0.0006032124708200736,0.0015363144001669614,1.4461094442472637,-0.016895642740844638,0.1435315566686682,-0.014474963695110135,0.9893956260883044,9,-0.024958871456897718,-0.012801203322463693,1.4938859951872872,-0.016977417859614943,-0.17788474721243164,0.00032693692949362476,0.9839048109976053
1721086921.2531831,9,0.05471476366053619,-0.04240986160237405,0.921891626019574,-0.0035211412314399646,-0.27430915612632145,0.03371820980914566,0.9610437923200795,9,-0.00064331078362957,0.0015324642359777327,1.4460588809107677,-0.017045829621779866,-0.14345293486846522,0.016080884673030475,0.9893796542876057,9,-0.02496190219900725,-0.012799929505642443,1.4936679558672192,-0.0169975295718189,-0.17833470702860804,0.0006629463822773237,0.9838228380961532
1721086921.2725093,9,0.054742917476589,-0.042425896502360276,0.922330862295182,-0.003399571582233324,-0.2733930545565711,0.033852283806341456,0.9613005271580681,9,-0.0006060075022713504,0.0015390985705399701,1.446037846332409,-0.016795501285247327,0.1439110888123792,-0.014453727523222016,0.989342508646069,9,-0.024980071742816235,-0.012798466141019095,1.4944703116903555,-0.017085421151867397,-0.17785456390189167,-0.00039531657207692624,0.9839083728722604
1721086921.2888668,9,0.054732026080999106,-0.0424205852753798,0.9221271210959905,-0.003285847966734578,-0.27365653230474024,0.0342419678838707,0.9612121478453776,9,-0.0006068670566611211,0.001538567482973997,1.446099434465915,-0.01683772788315175,0.14387335425489284,-0.014223841049025654,0.9893506108559247,9,-0.024972497976835636,-0.012798124039149143,1.494175338015303,-0.017062541211724125,-0.17788984936793628,0.00012632830074466595,0.9839024622493896
1721086921.3034382,9,0.054744656225651896,-0.042429854823485144,0.9223660596269246,-0.0034169305037511505,-0.2730479777286908,0.033983836593251576,0.9613938970550042,9,-0.0006454594801907614,0.0015351799714866132,1.4456153737122166,-0.01701668574161282,-0.1444030790431205,0.015449039384318467,0.9892519953739488,9,-0.024963630931424043,-0.012796032612538664,1.4935909596731871,-0.017068013318069834,-0.17851373623385897,-0.00019521158798707262,0.9837893528543793
1721086921.3228831,9,0.05470645876305486,-0.042391202996397974,0.9216260883612349,-0.0033137424189358753,-0.2733118512547686,0.03461697716583213,0.9612966846748054,9,-0.0006014037688948996,0.0015370428619903538,1.4458911312932727,-0.016960674796280193,0.14433997495210377,-0.01391954953233624,0.9892848696316434,9,-0.024964848655329594,-0.012798535015790126,1.493847566112113,-0.017086973406612936,-0.17828397712304891,8.254694131328454e-05,0.983830702929621
1721086921.3419912,9,0.05473162459977131,-0.04241885803529138,0.9220909825355409,-0.003347010747110311,-0.2729821982376419,0.0342771352706062,0.9614024105243569,9,-0.0006069370897128787,0.001536291399381728,1.4460018721041539,-0.01684918997770723,0.14379697083247966,-0.014943390172591971,0.9893509140171892,9,-0.024965849722307587,-0.012801078541973472,1.4940194443081987,-0.01694627339525675,-0.1774937385816104,4.008285191491044e-05,0.9839760134148093
1721086921.35791,9,0.054748522520074255,-0.04243629549334196,0.9224419089303569,-0.0035121116470514056,-0.27336628781431693,0.03354280048687369,0.961318583141872,9,-0.0006430031256939477,0.0015316141587294915,1.445877284336596,-0.01707209858154656,-0.14346482165797597,0.0161862091055311,0.9893757602809254,9,-0.024959375899525835,-0.012800631315128343,1.4938154342691736,-0.016988338039052166,-0.1783080853182783,0.0005528955081653875,0.9838278901247706
1721086921.370114,9,0.05474199139500846,-0.042424720597265986,0.9223462585559926,-0.0034466685264902103,-0.273385173730776,0.03346447381670791,0.9613161791275715,9,-0.0006017712084016054,0.0015362191809690806,1.4459282909103275,-0.01706318811972587,0.14384869239936998,-0.014443659993829515,0.9893471493829479,9,-0.024964086664563057,-0.012800808852195075,1.4944145292215703,-0.016916609562017782,-0.17760886004655635,0.0010712089267433632,0.9839551685241174
1721086921.388903,9,0.054736826938491794,-0.042422074040414384,0.9222332964388392,-0.0035453316079454345,-0.27381864648551635,0.033384306749196915,0.9611952286208588,9,-0.0005993245069879537,0.0015412015447107887,1.446152926320712,-0.01683798771047755,0.14385118105427147,-0.014645978601777245,0.9893476715442096,9,-0.024958693231910554,-0.012797531022896947,1.4938838042109566,-0.016965829353190662,-0.1778694995504563,0.0011412595936141274,0.9839071598939448
