time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0.13957428932189941,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.15457987785339355,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.1735682487487793,0.009173405336244464,-0.002625041572509168,0.3376119830622602,-0.020984302600512976,-0.04818852521227327,0.0504267256830149,0.997343807530345
0.18980002403259277,0.009239298914064956,-0.0026034045224032085,0.33889768135559545,-0.022644888294379304,-0.0526344844067026,0.039531046709179944,0.9975741157585497
0.20677399635314941,0.009173405336244464,-0.002625041572509168,0.3376119830622602,-0.020984302600512976,-0.04818852521227327,0.0504267256830149,0.997343807530345
0.22284483909606934,0.009239298914064956,-0.0026034045224032085,0.33889768135559545,-0.022644888294379304,-0.0526344844067026,0.039531046709179944,0.9975741157585497
0.2393031120300293,0.009239298914064956,-0.0026034045224032085,0.33889768135559545,-0.022644888294379304,-0.0526344844067026,0.039531046709179944,0.9975741157585497
0.2558126449584961,0.00926631771853211,-0.00264001087722011,0.3387683526431679,-0.020891637749049074,-0.05791044742063462,0.018345989530400134,0.99793453904545
0.2727937698364258,0.009239298914064956,-0.0026034045224032085,0.33889768135559545,-0.022644888294379304,-0.0526344844067026,0.039531046709179944,0.9975741157585497
0.2898571491241455,0.009205322797997838,-0.0026453069274813418,0.3377528635894738,-0.019670541085844758,-0.057289191686189914,0.04079042760568903,0.9973300152632919
0.3067965507507324,0.009239298914064956,-0.0026034045224032085,0.33889768135559545,-0.022644888294379304,-0.0526344844067026,0.039531046709179944,0.9975741157585497
0.32679080963134766,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.33846020698547363,0.00926631771853211,-0.00264001087722011,0.3387683526431679,-0.020891637749049074,-0.05791044742063462,0.018345989530400134,0.99793453904545
0.35648465156555176,0.00926631771853211,-0.00264001087722011,0.3387683526431679,-0.020891637749049074,-0.05791044742063462,0.018345989530400134,0.99793453904545
0.37336039543151855,0.009163862637128057,-0.002605236751521619,0.3374035636288441,-0.021367845877866946,-0.05462731813398415,0.06226796105499202,0.9963342673531219
0.3899507522583008,0.009239298914064956,-0.0026034045224032085,0.33889768135559545,-0.022644888294379304,-0.0526344844067026,0.039531046709179944,0.9975741157585497
0.40744543075561523,0.00926631771853211,-0.00264001087722011,0.3387683526431679,-0.020891637749049074,-0.05791044742063462,0.018345989530400134,0.99793453904545
0.4238016605377197,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.44042110443115234,0.00926631771853211,-0.00264001087722011,0.3387683526431679,-0.020891637749049074,-0.05791044742063462,0.018345989530400134,0.99793453904545
0.4580690860748291,0.009239298914064956,-0.0026034045224032085,0.33889768135559545,-0.022644888294379304,-0.0526344844067026,0.039531046709179944,0.9975741157585497
0.4755878448486328,0.00926631771853211,-0.00264001087722011,0.3387683526431679,-0.020891637749049074,-0.05791044742063462,0.018345989530400134,0.99793453904545
0.49334144592285156,0.00926631771853211,-0.00264001087722011,0.3387683526431679,-0.020891637749049074,-0.05791044742063462,0.018345989530400134,0.99793453904545
0.505056619644165,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.5238351821899414,0.00926631771853211,-0.00264001087722011,0.3387683526431679,-0.020891637749049074,-0.05791044742063462,0.018345989530400134,0.99793453904545
0.5389487743377686,0.009173405336244464,-0.002625041572509168,0.3376119830622602,-0.020984302600512976,-0.04818852521227327,0.0504267256830149,0.997343807530345
0.5573604106903076,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.5735993385314941,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.5895946025848389,0.00926631771853211,-0.00264001087722011,0.3387683526431679,-0.020891637749049074,-0.05791044742063462,0.018345989530400134,0.99793453904545
0.606285810470581,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.6239776611328125,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.640535831451416,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.655961275100708,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.6725032329559326,0.009267447326534506,-0.002580904903872423,0.3388692063387634,-0.02350613826743123,-0.005240514383736298,-0.042257145430369736,0.9988164656896795
0.6883840560913086,0.009239298914064956,-0.0026034045224032085,0.33889768135559545,-0.022644888294379304,-0.0526344844067026,0.039531046709179944,0.9975741157585497
