Time (s),Cam1 Fiducial ID,Camera Position X,Camera Position Y,Camera Position Z,Camera Rotation W,Camera Rotation X,Camera Rotation Y,Camera Rotation Z,World Position X,World Position Y,World Position Z,World Rotation W,World Rotation X,World Rotation Y,World Rotation Z,Displacement Position X,Displacement Position Y,Displacement Position Z,Displacement Rotation W,Displacement Rotation X,Displacement Rotation Y,Displacement Rotation Z
1721062684.052157,9,-0.05862866281637044,-0.007399978168076158,1.1733638963734032,0.00022359186252832332,-0.10847535685680523,0.009140812256384814,0.9940570871498082,0.30947158894105753,-0.02760805086678298,1.1330225259273234,0.00022359186252832332,-0.10847535685680523,0.009140812256384814,0.9940570871498082,5.802000095901649e-06,-4.135952534555301e-06,-9.240716108926961e-05,-0.00023442195579281372,0.0006116325604390784,0.9999997226280576,-0.00035453598638357216
1721062684.0680466,9,-0.05862690582150906,-0.007400051052456996,1.1733730135252902,0.00014475455866088326,-0.10824818833689312,0.009330594698766688,0.9940801017878115,0.3094718327199415,-0.027608285271421167,1.13303180495895,0.00014475455866088326,-0.10824818833689312,0.009330594698766688,0.9940801017878115,7.558994957281018e-06,-4.208836915393227e-06,-8.32900092022637e-05,-0.00010988664645038519,0.00027355077531378096,0.9999997869946962,-0.0005823276230567319
1721062684.0853472,9,-0.058640624076887304,-0.007400621350058256,1.1736348317036231,0.00013455625292996048,-0.10745799155158071,0.009021299408022177,0.9941686869456844,0.3095415097356497,-0.02761336356034595,1.1332845035911963,0.00013455625292996048,-0.10745799155158071,0.009021299408022177,0.9941686869456844,-6.15926042096121e-06,-4.779134516653787e-06,0.00017852816913066505,-9.372909069310129e-05,-0.0010088356421241137,0.9999994025458276,-0.0004103333918540698
1721062684.1025827,9,-0.058643063225159504,-0.007399845009225104,1.1736465037822017,9.776328008060254e-05,-0.10766176043747755,0.008798747223150296,0.9941486397059281,0.30954640223917956,-0.027612784591370752,1.133295390177983,9.776328008060254e-05,-0.10766176043747755,0.008798747223150296,0.9941486397059281,-8.598408693161197e-06,-4.0027936835012115e-06,0.00019020024770921573,-3.55784838341169e-05,-0.000711204527394615,0.9999997345600821,-0.0001542791531261773
1721062684.1186814,9,-0.05863730600035068,-0.007399600453307707,1.1735090955876406,0.00010179722109507645,-0.10773982788091077,0.008760869665744027,0.994140516369903,0.30951124275420083,-0.027610171193474975,1.1331624571190957,0.00010179722109507645,-0.10773982788091077,0.008760869665744027,0.994140516369903,-2.841183884334797e-06,-3.7582377661040875e-06,5.279205314812074e-05,-4.194681531830442e-05,-0.000592022661309524,0.9999998185428377,-0.00010326628127364062
1721062684.135251,9,-0.058628826895646344,-0.007397986619487056,1.173473746602284,0.0001262682618069002,-0.10845228371666682,0.009056661109622525,0.9940603920801347,0.3094953660603987,-0.02760796244383892,1.1331297905848308,0.0001262682618069002,-0.10845228371666682,0.009056661109622525,0.9940603920801347,5.63792081999942e-06,-2.144403945453406e-06,1.744306779150051e-05,-8.06395848377531e-05,0.0005659185938508871,0.9999997988325248,-0.0002748969123063468
1721062684.1512573,9,-0.05863080568299156,-0.00739800364662015,1.173415495938569,0.00012992061156318866,-0.10825472980433631,0.008676190633006555,0.9940853184268063,0.30948477698728505,-0.02760696624683144,1.1330724849582778,0.00012992061156318866,-0.10825472980433631,0.008676190633006555,0.9940853184268063,3.6591334747829163e-06,-2.161431078547514e-06,-4.08075959235088e-05,-8.635987495330465e-05,0.00021203175620135314,0.9999999713931342,6.926930891243534e-05
1721062684.168077,9,-0.05863352964125131,-0.007398184203626611,1.173512538165291,6.860456548242272e-05,-0.10857433555775947,0.008758130163374837,0.9940497493121991,0.3095082971576192,-0.02760882248922913,1.133166655029257,6.860456548242272e-05,-0.10857433555775947,0.008758130163374837,0.9940497493121991,9.351752150305037e-07,-2.341988085008233e-06,5.62346307986239e-05,1.0485085720486631e-05,0.0007258789494305017,0.9999997355758645,4.287207397286148e-05
1721062684.1856322,9,-0.05864100233838269,-0.0073999526835031425,1.173619604816732,7.844995690985234e-05,-0.10818101381520533,0.00903318184636637,0.9940901688082671,0.3095386071416022,-0.027612430419530293,1.1332695653022338,7.844995690985234e-05,-0.10818101381520533,0.00903318184636637,0.9940901688082671,-6.53752191634438e-06,-4.1104679615400555e-06,0.00016330128223951412,-5.088725498462231e-06,0.00013475793583018762,0.9999999464259772,-0.00029826573095978665
1721062684.201584,9,-0.058639082510142625,-0.007402129405279933,1.1735831844616909,0.0001201056026817245,-0.10786773142792594,0.008692634685967118,0.9941272434620497,0.30952889949305834,-0.02761397973502224,1.1332343768481508,0.0001201056026817245,-0.10786773142792594,0.008692634685967118,0.9941272434620497,-4.617693676281509e-06,-6.287189738330735e-06,0.00012688092719836952,-7.085875474120061e-05,-0.0003974463307005404,0.9999999184162512,-1.3525603681390607e-05
