Time (s),Cam2 Fiducial ID,Camera Position X,Camera Position Y,Camera Position Z,Camera Rotation W,Camera Rotation X,Camera Rotation Y,Camera Rotation Z,World Position X,World Position Y,World Position Z,World Rotation W,World Rotation X,World Rotation Y,World Rotation Z,Displacement Position X,Displacement Position Y,Displacement Position Z,Displacement Rotation W,Displacement Rotation X,Displacement Rotation Y,Displacement Rotation Z
1721082286.0734916,3,,,,,,,,,,,,,,,-0.004830566996508863,-0.001673169333297843,5.443979395938898,-0.0003573280227157336,-0.04195236810990411,0.16844325036886768,0.9848181266263463
1721082286.0824914,3,,,,,,,,,,,,,,,-0.004833534126270846,-0.0016842197854957327,5.4458652844629745,9.092985738289219e-06,-0.04034914004236103,0.16577782116584205,0.985337333518154
1721082286.1029978,3,,,,,,,,,,,,,,,-0.004834655447154209,-0.0016864678491594677,5.444785000903653,-3.7009791072661754e-05,-0.040719334650301656,0.16624937062057482,0.9852426509160953
1721082286.1195529,3,,,,,,,,,,,,,,,-0.0048307011210662575,-0.001691467514093472,5.4443229367256585,4.9035661884360926e-05,-0.04059112598512432,0.16609803125952594,0.98527346564214
1721082286.1355636,3,,,,,,,,,,,,,,,-0.004832547719918919,-0.0016753363112067949,5.445257207101226,-0.0002559511951194845,-0.04222288671960065,0.16765838783626633,0.9849405196833937
1721082286.1513443,3,,,,,,,,,,,,,,,-0.00483052783402385,-0.0016842809204561662,5.44520532205717,-0.00023639643995267934,-0.041175398936714944,0.16605680036250783,0.985256144204385
1721082286.1691742,3,,,,,,,,,,,,,,,-0.004834122318040331,-0.0016924255562687823,5.445751853238786,6.587028462372916e-05,-0.04017990355319734,0.16594832907328302,0.9853155449343862
1721082286.183067,3,,,,,,,,,,,,,,,-0.004831511437667765,-0.0016876647584915425,5.442906873165874,-8.07944903354799e-05,-0.04167981295045362,0.16621984921031022,0.9852074646454761
1721082286.1995974,3,,,,,,,,,,,,,,,-0.004833014566190127,-0.0016857433325513556,5.445687957093821,5.582796020840606e-05,-0.04039722482741304,0.1655721668791435,0.9853699400044774
1721082286.2190702,3,,,,,,,,,,,,,,,-0.004829211242898797,-0.0016736189726157319,5.444658948786505,-0.0004307645478420249,-0.04185328350579761,0.16880251315415498,0.9847607976836451
1721082286.236334,3,,,,,,,,,,,,,,,-0.0048315338152749585,-0.0016874430101609457,5.445325641119729,-7.464557985215934e-05,-0.040479915451994926,0.16563689236332663,0.9853556671381437
1721082286.2503479,3,,,,,,,,,,,,,,,-0.004832149689139719,-0.0016858340570968398,5.445253840619371,-8.787464908928237e-05,-0.040416866773577025,0.16551083990822207,0.985379435055922
1721082286.2700212,3,,,,,,,,,,,,,,,-0.00482689503496052,-0.0016680655463364386,5.443469849598611,-0.0005836916098608507,-0.04313776635889765,0.16921113752157357,0.9846351524073904
1721082286.2864122,3,,,,,,,,,,,,,,,-0.004831520837910285,-0.001675192004351729,5.446081117216721,-0.00038587485350654325,-0.04181583788470522,0.1681626980851708,0.9848718666787641
1721082286.3020115,3,,,,,,,,,,,,,,,-0.0048344332637287575,-0.0016850758598374734,5.44302474385643,-0.0002507091385824915,-0.04199177591137385,0.16603660546363913,0.985225087757538
1721082286.3167899,3,,,,,,,,,,,,,,,-0.004832637368254334,-0.0016866876963503809,5.444890741695127,-1.9594167956509268e-05,-0.0412166916125384,0.1660512721017929,0.9852553775453152
1721082286.3348517,3,,,,,,,,,,,,,,,-0.004832990035860102,-0.001691381336634175,5.443581178204245,-3.2724850058787575e-05,-0.0403345542446859,0.16609005770853488,0.9852853471930567
1721082286.3513813,3,,,,,,,,,,,,,,,-0.004833336801908803,-0.0016839866749812284,5.4433976507972455,-0.00014110859974462316,-0.04225064431699452,0.16627835235094904,0.9851732703857811
1721082286.3660676,3,,,,,,,,,,,,,,,-0.004830611986924622,-0.0016883356040609213,5.4439608593987625,-0.00010992410660890288,-0.04130856430151227,0.166720622713783,0.9851384798057414
1721082286.3865914,3,,,,,,,,,,,,,,,-0.004832672240655517,-0.0016867354610231387,5.446447612663831,-8.593248710707061e-05,-0.04074341424278754,0.16602114111650138,0.985280136567171
1721082286.3991327,3,,,,,,,,,,,,,,,-0.00483172019441341,-0.0016653335503991648,5.442486675495438,-0.0005142453474326303,-0.043126248616501536,0.16929214557103311,0.9846217708744543
1721082286.4206603,3,,,,,,,,,,,,,,,-0.004832508543661573,-0.001691213794981496,5.445325083600992,7.00088154256259e-05,-0.04008295769719486,0.1659434959745447,0.9853203071817594
1721082286.4341516,3,,,,,,,,,,,,,,,-0.004832440928025157,-0.0016823812400642885,5.444696168946888,-1.3689256027089092e-05,-0.04059535359543195,0.16614057346953834,0.9852661198510173
1721082286.4505742,3,,,,,,,,,,,,,,,-0.004830779414196182,-0.001686692895452531,5.445817021570823,-1.1105717663756286e-05,-0.04095174429639845,0.16543122560769624,0.9853707241996186
1721082286.4728932,3,,,,,,,,,,,,,,,-0.004830177050418127,-0.0016869949384832371,5.444553633625792,-0.0001526142719625679,-0.041378675088534,0.16675856805231648,0.9851291092734711
1721082286.4860146,3,,,,,,,,,,,,,,,-0.0048300039544136005,-0.001688884031380004,5.446518353702912,-3.131343115051077e-05,-0.04081791970255635,0.1663677614825582,0.9852185871114629
1721082286.4997962,3,,,,,,,,,,,,,,,-0.004830576638693123,-0.0016823640660561905,5.4422904789605635,-0.000149095329886636,-0.042091718585137584,0.16627210672211917,0.9851811262520819
1721082286.5198917,3,,,,,,,,,,,,,,,-0.004833431537483457,-0.0016826626379918496,5.444131696122725,-0.00010921121147031447,-0.04124930129369751,0.16613516270831616,0.9852398646662518
1721082286.5353217,3,,,,,,,,,,,,,,,-0.004832696690701003,-0.0016923745561046228,5.447224538370942,-0.00011100852409479408,-0.04033112705010344,0.16576471187094707,0.9853402702449129
1721082286.5500078,3,,,,,,,,,,,,,,,-0.004833226864602854,-0.001689069811465412,5.444972022414582,-4.02604643513446e-05,-0.040979839038616475,0.16610109400902143,0.9852568587634751
1721082286.5702002,3,,,,,,,,,,,,,,,-0.004829265485599006,-0.0016898245540161816,5.443951828352767,-7.7577989753742e-05,-0.040720168969814494,0.16641271699737253,0.9852150371580194
1721082286.5869913,3,,,,,,,,,,,,,,,-0.004831594338314713,-0.0016878111231963468,5.444876045554518,-5.319479561052785e-05,-0.04073534343239288,0.1662252037609032,0.9852460660162035
1721082286.601186,3,,,,,,,,,,,,,,,-0.004830595636668597,-0.001687386353783892,5.444829969073599,-0.00021430856121488738,-0.04086603773101879,0.165893698701749,0.9852965044914453
